t,Particle Location,Coil_Current,Coil_Location
0.065014839,"[-2, -245]",0.1,"[0, 320]"
0.076250076,"[-6, -249]",0.1,"[0, 320]"
0.093656063,"[-8, -251]",0.1,"[0, 320]"
0.122390032,"[-10, -253]",0.1,"[0, 320]"
0.142268896,"[-11, -255]",0.1,"[0, 320]"
0.157888651,"[-13, -257]",0.1,"[0, 320]"
0.173510551,"[-14, -259]",0.1,"[0, 320]"
0.18913126,"[-16, -261]",0.1,"[0, 320]"
0.204752922,"[-17, -263]",0.1,"[0, 320]"
0.222436905,"[-18, -264]",0.1,"[0, 320]"
0.238060951,"[-20, -266]",0.1,"[0, 320]"
0.253682137,"[-21, -269]",0.1,"[0, 320]"
0.269307137,"[-22, -271]",0.1,"[0, 320]"
0.300545931,"[-24, -274]",0.1,"[0, 320]"
0.316169739,"[-25, -277]",0.1,"[0, 320]"
0.322679281,"[-27, -280]",0.1,"[0, 320]"
0.353929758,"[-28, -283]",0.1,"[0, 320]"
0.369551182,"[-30, -287]",0.1,"[0, 320]"
0.38517499,"[-31, -290]",0.1,"[0, 320]"
0.400821447,"[-32, -292]",0.1,"[0, 320]"
0.422945738,"[-33, -295]",0.1,"[0, 320]"
0.438569784,"[-34, -298]",0.1,"[0, 320]"
0.454191446,"[-36, -301]",0.1,"[0, 320]"
0.469840765,"[-37, -304]",0.1,"[0, 320]"
0.485463142,"[-38, -307]",0.1,"[0, 320]"
0.501082897,"[-39, -311]",0.1,"[0, 320]"
0.523214579,"[-40, -314]",0.1,"[0, 320]"
0.538866758,"[-41, -316]",0.1,"[0, 320]"
0.554487705,"[-43, -320]",0.1,"[0, 320]"
0.570084572,"[-44, -324]",0.1,"[0, 320]"
0.601352453,"[-45, -327]",0.1,"[0, 320]"
0.616945267,"[-47, -333]",0.1,"[0, 320]"
0.623449326,"[-47, -333]",0.1,"[0, 320]"
0.639076471,"[-47, -333]",0.1,"[0, 320]"
0.670345306,"[-47, -333]",0.1,"[0, 320]"
0.68593812,"[-47, -333]",0.1,"[0, 320]"
0.701559305,"[-47, -333]",0.1,"[0, 320]"
0.717181206,"[-47, -333]",0.1,"[0, 320]"
0.739370584,"[-47, -333]",0.1,"[0, 320]"
0.754964113,"[-47, -333]",0.1,"[0, 320]"
0.77058506,"[-47, -333]",0.1,"[0, 320]"
0.786207199,"[-47, -333]",0.1,"[0, 320]"
0.801861286,"[-47, -333]",0.1,"[0, 320]"
0.823984861,"[-47, -333]",0.1,"[0, 320]"
0.839609146,"[-47, -333]",0.1,"[0, 320]"
0.855258226,"[-47, -333]",0.1,"[0, 320]"
0.87087965,"[-47, -333]",0.1,"[0, 320]"
0.886502743,"[-47, -333]",0.1,"[0, 320]"
0.902122974,"[-47, -333]",0.1,"[0, 320]"
0.924227238,"[-47, -333]",0.1,"[0, 320]"
0.939879417,"[-47, -333]",0.1,"[0, 320]"
0.955473423,"[-47, -333]",0.1,"[0, 320]"
0.971096039,"[-47, -333]",0.1,"[0, 320]"
0.986721277,"[-47, -333]",0.1,"[0, 320]"
1.017958641,"[-47, -333]",0.1,"[0, 320]"
1.024463654,"[-47, -333]",0.1,"[0, 320]"
1.040091276,"[-47, -333]",0.1,"[0, 320]"
1.071331739,"[-47, -333]",0.1,"[0, 320]"
1.118196011,"[-47, -333]",0.1,"[0, 320]"
1.124704599,"[-47, -333]",0.1,"[0, 320]"
1.155954123,"[-47, -333]",0.1,"[0, 320]"
1.171575308,"[-47, -333]",0.1,"[0, 320]"
1.18719697,"[-47, -333]",0.1,"[0, 320]"
1.218440771,"[-47, -333]",0.1,"[0, 320]"
1.224946499,"[-47, -333]",0.1,"[0, 320]"
1.256192684,"[-47, -333]",0.1,"[0, 320]"
1.271813869,"[-47, -333]",0.1,"[0, 320]"
1.287435055,"[-47, -333]",0.1,"[0, 320]"
1.30305624,"[-47, -333]",0.1,"[0, 320]"
1.325187683,"[-47, -333]",0.1,"[0, 320]"
1.340812445,"[-47, -333]",0.1,"[0, 320]"
1.356433392,"[-47, -333]",0.1,"[0, 320]"
1.372057199,"[-47, -333]",0.1,"[0, 320]"
1.403297663,"[-47, -333]",0.1,"[0, 320]"
1.418919325,"[-47, -333]",0.1,"[0, 320]"
1.425427437,"[-47, -333]",0.1,"[0, 320]"
1.456676483,"[-47, -333]",0.1,"[0, 320]"
1.472297668,"[-47, -333]",0.1,"[0, 320]"
1.487919331,"[-47, -333]",0.1,"[0, 320]"
1.503542662,"[-47, -333]",0.1,"[0, 320]"
1.525667429,"[-47, -333]",0.1,"[0, 320]"
1.541293621,"[-47, -333]",0.1,"[0, 320]"
1.556914568,"[-47, -333]",0.1,"[0, 320]"
1.572538137,"[-47, -333]",0.1,"[0, 320]"
1.603779316,"[-47, -333]",0.1,"[0, 320]"
1.619400501,"[-47, -333]",0.1,"[0, 320]"
1.625930309,"[-47, -333]",0.1,"[0, 320]"
1.657180309,"[-47, -333]",0.1,"[0, 320]"
1.672801733,"[-47, -333]",0.1,"[0, 320]"
1.68842411,"[-47, -333]",0.1,"[0, 320]"
1.704044342,"[-47, -333]",0.1,"[0, 320]"
1.726178408,"[-47, -333]",0.1,"[0, 320]"
1.741803169,"[-47, -333]",0.1,"[0, 320]"
1.773044825,"[-47, -333]",0.1,"[0, 320]"
1.78866601,"[-47, -333]",0.1,"[0, 320]"
1.80428791,"[-47, -333]",0.1,"[0, 320]"
1.826416731,"[-47, -333]",0.1,"[0, 320]"
1.842042208,"[-47, -333]",0.1,"[0, 320]"
1.857664108,"[-47, -333]",0.1,"[0, 320]"
1.873286963,"[-47, -333]",0.1,"[0, 320]"
1.888906479,"[-47, -333]",0.1,"[0, 320]"
1.904527426,"[-47, -333]",0.1,"[0, 320]"
1.926664352,"[-47, -333]",0.1,"[0, 320]"
1.942291021,"[-47, -333]",0.1,"[0, 320]"
1.957911491,"[-47, -333]",0.1,"[0, 320]"
1.973536491,"[-47, -333]",0.1,"[0, 320]"
2.004776478,"[-47, -333]",0.1,"[0, 320]"
2.020397186,"[-47, -333]",0.1,"[0, 320]"
2.026906729,"[-47, -333]",0.1,"[0, 320]"
2.058157206,"[-47, -333]",0.1,"[0, 320]"
2.073778391,"[-47, -333]",0.1,"[0, 320]"
2.089399576,"[-47, -333]",0.1,"[0, 320]"
2.105021,"[-47, -333]",0.1,"[0, 320]"
2.127149343,"[-47, -333]",0.1,"[0, 320]"
2.142778635,"[-47, -333]",0.1,"[0, 320]"
2.158400059,"[-47, -333]",0.1,"[0, 320]"
2.174022198,"[-47, -333]",0.1,"[0, 320]"
2.189650536,"[-47, -333]",0.1,"[0, 320]"
2.22088623,"[-47, -333]",0.1,"[0, 320]"
2.259641409,"[-47, -333]",0.1,"[0, 320]"
2.277829409,"[-47, -333]",0.1,"[0, 320]"
2.289974928,"[-47, -333]",0.1,"[0, 320]"
2.310074091,"[-47, -333]",0.1,"[0, 320]"
2.330256462,"[-47, -333]",0.1,"[0, 320]"
2.348510981,"[-47, -333]",0.1,"[0, 320]"
2.360641003,"[-47, -333]",0.1,"[0, 320]"
2.380848646,"[-47, -333]",0.1,"[0, 320]"
2.399118423,"[-47, -333]",0.1,"[0, 320]"
2.411305189,"[-47, -333]",0.1,"[0, 320]"
2.429446936,"[-47, -333]",0.1,"[0, 320]"
2.451592684,"[-47, -333]",0.1,"[0, 320]"
2.471750259,"[-47, -333]",0.1,"[0, 320]"
0.028982162,"[-16, -246]",0.2,"[0, 320]"
0.05141902,"[-16, -247]",0.2,"[0, 320]"
0.069509268,"[-17, -249]",0.2,"[0, 320]"
0.088617086,"[-17, -250]",0.2,"[0, 320]"
0.106327057,"[-18, -252]",0.2,"[0, 320]"
0.117294312,"[-18, -254]",0.2,"[0, 320]"
0.132917643,"[-19, -256]",0.2,"[0, 320]"
0.148565531,"[-19, -258]",0.2,"[0, 320]"
0.164186954,"[-20, -260]",0.2,"[0, 320]"
0.179783821,"[-20, -262]",0.2,"[0, 320]"
0.208413839,"[-21, -265]",0.2,"[0, 320]"
0.224038839,"[-22, -267]",0.2,"[0, 320]"
0.239660263,"[-23, -270]",0.2,"[0, 320]"
0.255280733,"[-24, -271]",0.2,"[0, 320]"
0.270930529,"[-25, -274]",0.2,"[0, 320]"
0.286551476,"[-26, -276]",0.2,"[0, 320]"
0.308683395,"[-26, -279]",0.2,"[0, 320]"
0.324336767,"[-27, -281]",0.2,"[0, 320]"
0.339960814,"[-28, -284]",0.2,"[0, 320]"
0.355553627,"[-29, -287]",0.2,"[0, 320]"
0.386793375,"[-29, -290]",0.2,"[0, 320]"
0.402413845,"[-30, -294]",0.2,"[0, 320]"
0.408923626,"[-31, -297]",0.2,"[0, 320]"
0.440202951,"[-32, -299]",0.2,"[0, 320]"
0.455794573,"[-34, -304]",0.2,"[0, 320]"
0.471415043,"[-34, -307]",0.2,"[0, 320]"
0.4870646,"[-35, -310]",0.2,"[0, 320]"
0.509162664,"[-36, -314]",0.2,"[0, 320]"
0.52478838,"[-37, -318]",0.2,"[0, 320]"
0.540437698,"[-38, -321]",0.2,"[0, 320]"
0.556034565,"[-40, -326]",0.2,"[0, 320]"
0.587273359,"[-41, -329]",0.2,"[0, 320]"
0.602894068,"[-41, -329]",0.2,"[0, 320]"
0.625029087,"[-41, -329]",0.2,"[0, 320]"
0.640648365,"[-41, -329]",0.2,"[0, 320]"
0.671890974,"[-41, -329]",0.2,"[0, 320]"
0.687512398,"[-41, -329]",0.2,"[0, 320]"
0.703133345,"[-41, -329]",0.2,"[0, 320]"
0.725265265,"[-41, -329]",0.2,"[0, 320]"
0.74088645,"[-41, -329]",0.2,"[0, 320]"
0.75650835,"[-41, -329]",0.2,"[0, 320]"
0.772129059,"[-41, -329]",0.2,"[0, 320]"
0.787750721,"[-41, -329]",0.2,"[0, 320]"
0.809881926,"[-41, -329]",0.2,"[0, 320]"
0.825506687,"[-41, -329]",0.2,"[0, 320]"
0.856749296,"[-41, -329]",0.2,"[0, 320]"
0.872371197,"[-41, -329]",0.2,"[0, 320]"
0.887991667,"[-41, -329]",0.2,"[0, 320]"
0.910119772,"[-41, -329]",0.2,"[0, 320]"
0.925747156,"[-41, -329]",0.2,"[0, 320]"
0.941366911,"[-41, -329]",0.2,"[0, 320]"
0.972610235,"[-41, -329]",0.2,"[0, 320]"
0.988231182,"[-41, -329]",0.2,"[0, 320]"
1.010357618,"[-41, -329]",0.2,"[0, 320]"
1.02598238,"[-41, -329]",0.2,"[0, 320]"
1.04160428,"[-41, -329]",0.2,"[0, 320]"
1.07284832,"[-41, -329]",0.2,"[0, 320]"
1.08846736,"[-41, -329]",0.2,"[0, 320]"
1.104089499,"[-41, -329]",0.2,"[0, 320]"
1.126223087,"[-41, -329]",0.2,"[0, 320]"
1.141843081,"[-41, -329]",0.2,"[0, 320]"
1.157464266,"[-41, -329]",0.2,"[0, 320]"
1.173085451,"[-41, -329]",0.2,"[0, 320]"
1.18870759,"[-41, -329]",0.2,"[0, 320]"
1.210834026,"[-41, -329]",0.2,"[0, 320]"
1.226460695,"[-41, -329]",0.2,"[0, 320]"
1.242081404,"[-41, -329]",0.2,"[0, 320]"
1.257702827,"[-41, -329]",0.2,"[0, 320]"
1.273327827,"[-41, -329]",0.2,"[0, 320]"
1.304566383,"[-41, -329]",0.2,"[0, 320]"
1.31107235,"[-41, -329]",0.2,"[0, 320]"
1.326701164,"[-41, -329]",0.2,"[0, 320]"
1.357939959,"[-41, -329]",0.2,"[0, 320]"
1.373561621,"[-41, -329]",0.2,"[0, 320]"
1.389183521,"[-41, -329]",0.2,"[0, 320]"
1.411311626,"[-41, -329]",0.2,"[0, 320]"
1.426937103,"[-41, -329]",0.2,"[0, 320]"
1.442557812,"[-41, -329]",0.2,"[0, 320]"
1.458179951,"[-41, -329]",0.2,"[0, 320]"
1.473801136,"[-41, -329]",0.2,"[0, 320]"
1.489422321,"[-41, -329]",0.2,"[0, 320]"
1.511557102,"[-41, -329]",0.2,"[0, 320]"
1.527185917,"[-41, -329]",0.2,"[0, 320]"
1.55842495,"[-41, -329]",0.2,"[0, 320]"
1.57404542,"[-41, -329]",0.2,"[0, 320]"
1.589666843,"[-41, -329]",0.2,"[0, 320]"
1.611792803,"[-41, -329]",0.2,"[0, 320]"
1.627418756,"[-41, -329]",0.2,"[0, 320]"
1.643039465,"[-41, -329]",0.2,"[0, 320]"
1.658661842,"[-41, -329]",0.2,"[0, 320]"
1.674282551,"[-41, -329]",0.2,"[0, 320]"
1.705524683,"[-41, -329]",0.2,"[0, 320]"
1.727657795,"[-41, -329]",0.2,"[0, 320]"
1.743279219,"[-41, -329]",0.2,"[0, 320]"
1.758900642,"[-41, -329]",0.2,"[0, 320]"
1.774522066,"[-41, -329]",0.2,"[0, 320]"
1.790143251,"[-41, -329]",0.2,"[0, 320]"
1.812274694,"[-41, -329]",0.2,"[0, 320]"
1.827898502,"[-41, -329]",0.2,"[0, 320]"
1.843520403,"[-41, -329]",0.2,"[0, 320]"
1.859141827,"[-41, -329]",0.2,"[0, 320]"
1.874770641,"[-41, -329]",0.2,"[0, 320]"
1.906005621,"[-41, -329]",0.2,"[0, 320]"
1.912510633,"[-41, -329]",0.2,"[0, 320]"
1.928135395,"[-41, -329]",0.2,"[0, 320]"
1.959378242,"[-41, -329]",0.2,"[0, 320]"
1.974998951,"[-41, -329]",0.2,"[0, 320]"
1.990620613,"[-41, -329]",0.2,"[0, 320]"
2.006241798,"[-41, -329]",0.2,"[0, 320]"
2.02837348,"[-41, -329]",0.2,"[0, 320]"
2.04399395,"[-41, -329]",0.2,"[0, 320]"
2.059614658,"[-41, -329]",0.2,"[0, 320]"
2.075237274,"[-41, -329]",0.2,"[0, 320]"
2.090857983,"[-41, -329]",0.2,"[0, 320]"
2.112983465,"[-41, -329]",0.2,"[0, 320]"
2.12860918,"[-41, -329]",0.2,"[0, 320]"
2.144230843,"[-41, -329]",0.2,"[0, 320]"
2.159850836,"[-41, -329]",0.2,"[0, 320]"
2.175474644,"[-41, -329]",0.2,"[0, 320]"
2.191096067,"[-41, -329]",0.2,"[0, 320]"
2.213219643,"[-41, -329]",0.2,"[0, 320]"
2.228844643,"[-41, -329]",0.2,"[0, 320]"
2.244469166,"[-41, -329]",0.2,"[0, 320]"
2.275709152,"[-41, -329]",0.2,"[0, 320]"
2.291329622,"[-41, -329]",0.2,"[0, 320]"
2.306950569,"[-41, -329]",0.2,"[0, 320]"
2.313459158,"[-41, -329]",0.2,"[0, 320]"
2.360328674,"[-41, -329]",0.2,"[0, 320]"
2.375950336,"[-41, -329]",0.2,"[0, 320]"
2.391571999,"[-41, -329]",0.2,"[0, 320]"
2.413704634,"[-41, -329]",0.2,"[0, 320]"
2.429329395,"[-41, -329]",0.2,"[0, 320]"
0.035006523,"[-1, -250]",0.3,"[0, 320]"
0.054462194,"[-2, -252]",0.3,"[0, 320]"
0.068149805,"[-2, -255]",0.3,"[0, 320]"
0.085640192,"[-2, -257]",0.3,"[0, 320]"
0.109090328,"[-3, -259]",0.3,"[0, 320]"
0.127635956,"[-3, -261]",0.3,"[0, 320]"
0.134664774,"[-3, -262]",0.3,"[0, 320]"
0.153326988,"[-4, -264]",0.3,"[0, 320]"
0.168979883,"[-4, -265]",0.3,"[0, 320]"
0.184576035,"[-5, -267]",0.3,"[0, 320]"
0.215815306,"[-6, -269]",0.3,"[0, 320]"
0.231437206,"[-6, -271]",0.3,"[0, 320]"
0.253567219,"[-7, -273]",0.3,"[0, 320]"
0.269192934,"[-7, -276]",0.3,"[0, 320]"
0.284814358,"[-8, -278]",0.3,"[0, 320]"
0.300435781,"[-8, -281]",0.3,"[0, 320]"
0.31605649,"[-9, -284]",0.3,"[0, 320]"
0.331678867,"[-9, -287]",0.3,"[0, 320]"
0.35381341,"[-10, -290]",0.3,"[0, 320]"
0.369438648,"[-11, -293]",0.3,"[0, 320]"
0.400681257,"[-11, -295]",0.3,"[0, 320]"
0.416302443,"[-12, -298]",0.3,"[0, 320]"
0.431925535,"[-13, -300]",0.3,"[0, 320]"
0.454054356,"[-13, -303]",0.3,"[0, 320]"
0.469679117,"[-14, -305]",0.3,"[0, 320]"
0.485300779,"[-14, -306]",0.3,"[0, 320]"
0.50092411,"[-16, -310]",0.3,"[0, 320]"
0.516543388,"[-16, -312]",0.3,"[0, 320]"
0.532165289,"[-18, -315]",0.3,"[0, 320]"
0.554301023,"[-19, -319]",0.3,"[0, 320]"
0.569927216,"[-19, -322]",0.3,"[0, 320]"
0.585553408,"[-20, -326]",0.3,"[0, 320]"
0.616792917,"[-21, -330]",0.3,"[0, 320]"
0.632411718,"[-21, -330]",0.3,"[0, 320]"
0.654537916,"[-21, -330]",0.3,"[0, 320]"
0.670163393,"[-21, -330]",0.3,"[0, 320]"
0.68578434,"[-21, -330]",0.3,"[0, 320]"
0.701405287,"[-21, -330]",0.3,"[0, 320]"
0.717026234,"[-21, -330]",0.3,"[0, 320]"
0.732648134,"[-21, -330]",0.3,"[0, 320]"
0.756810904,"[-21, -330]",0.3,"[0, 320]"
0.776931047,"[-21, -330]",0.3,"[0, 320]"
0.79705739,"[-21, -330]",0.3,"[0, 320]"
0.81720376,"[-21, -330]",0.3,"[0, 320]"
0.835319996,"[-21, -330]",0.3,"[0, 320]"
0.847416162,"[-21, -330]",0.3,"[0, 320]"
0.875586987,"[-21, -330]",0.3,"[0, 320]"
0.887665987,"[-21, -330]",0.3,"[0, 320]"
0.907723188,"[-21, -330]",0.3,"[0, 320]"
0.927845478,"[-21, -330]",0.3,"[0, 320]"
0.945929289,"[-21, -330]",0.3,"[0, 320]"
0.958049297,"[-21, -330]",0.3,"[0, 320]"
0.978208542,"[-21, -330]",0.3,"[0, 320]"
0.998327732,"[-21, -330]",0.3,"[0, 320]"
1.018456459,"[-21, -330]",0.3,"[0, 320]"
1.038572073,"[-21, -330]",0.3,"[0, 320]"
1.056696892,"[-21, -330]",0.3,"[0, 320]"
1.066780806,"[-21, -330]",0.3,"[0, 320]"
1.092421532,"[-21, -330]",0.3,"[0, 320]"
1.108041286,"[-21, -330]",0.3,"[0, 320]"
1.123662949,"[-21, -330]",0.3,"[0, 320]"
1.139284134,"[-21, -330]",0.3,"[0, 320]"
1.154906511,"[-21, -330]",0.3,"[0, 320]"
1.177032709,"[-21, -330]",0.3,"[0, 320]"
1.192658186,"[-21, -330]",0.3,"[0, 320]"
1.208280325,"[-21, -330]",0.3,"[0, 320]"
1.223900557,"[-21, -330]",0.3,"[0, 320]"
1.239522219,"[-21, -330]",0.3,"[0, 320]"
1.255146027,"[-21, -330]",0.3,"[0, 320]"
1.277270079,"[-21, -330]",0.3,"[0, 320]"
1.292894602,"[-21, -330]",0.3,"[0, 320]"
1.30851841,"[-21, -330]",0.3,"[0, 320]"
1.324140787,"[-21, -330]",0.3,"[0, 320]"
1.355380297,"[-21, -330]",0.3,"[0, 320]"
1.371001005,"[-21, -330]",0.3,"[0, 320]"
1.377506018,"[-21, -330]",0.3,"[0, 320]"
1.408752441,"[-21, -330]",0.3,"[0, 320]"
1.424374342,"[-21, -330]",0.3,"[0, 320]"
1.439995289,"[-21, -330]",0.3,"[0, 320]"
1.455616713,"[-21, -330]",0.3,"[0, 320]"
1.479796886,"[-21, -330]",0.3,"[0, 320]"
1.487834692,"[-21, -330]",0.3,"[0, 320]"
1.509977579,"[-21, -330]",0.3,"[0, 320]"
1.530094385,"[-21, -330]",0.3,"[0, 320]"
1.550222158,"[-21, -330]",0.3,"[0, 320]"
1.568306923,"[-21, -330]",0.3,"[0, 320]"
1.580408335,"[-21, -330]",0.3,"[0, 320]"
1.600536585,"[-21, -330]",0.3,"[0, 320]"
1.620674372,"[-21, -330]",0.3,"[0, 320]"
1.630731821,"[-21, -330]",0.3,"[0, 320]"
1.650835752,"[-21, -330]",0.3,"[0, 320]"
1.670959949,"[-21, -330]",0.3,"[0, 320]"
1.689084768,"[-21, -330]",0.3,"[0, 320]"
1.701181173,"[-21, -330]",0.3,"[0, 320]"
1.721328974,"[-21, -330]",0.3,"[0, 320]"
1.74147296,"[-21, -330]",0.3,"[0, 320]"
1.759599447,"[-21, -330]",0.3,"[0, 320]"
1.771700621,"[-21, -330]",0.3,"[0, 320]"
1.791786194,"[-21, -330]",0.3,"[0, 320]"
1.811942816,"[-21, -330]",0.3,"[0, 320]"
1.830063105,"[-21, -330]",0.3,"[0, 320]"
1.842164993,"[-21, -330]",0.3,"[0, 320]"
1.862290859,"[-21, -330]",0.3,"[0, 320]"
1.882397175,"[-21, -330]",0.3,"[0, 320]"
1.902497292,"[-21, -330]",0.3,"[0, 320]"
1.920572758,"[-21, -330]",0.3,"[0, 320]"
1.932672262,"[-21, -330]",0.3,"[0, 320]"
1.952803612,"[-21, -330]",0.3,"[0, 320]"
1.972920418,"[-21, -330]",0.3,"[0, 320]"
1.993136406,"[-21, -330]",0.3,"[0, 320]"
2.013256073,"[-21, -330]",0.3,"[0, 320]"
2.033396244,"[-21, -330]",0.3,"[0, 320]"
2.051520824,"[-21, -330]",0.3,"[0, 320]"
2.063589096,"[-21, -330]",0.3,"[0, 320]"
2.083693266,"[-21, -330]",0.3,"[0, 320]"
2.103819847,"[-21, -330]",0.3,"[0, 320]"
2.121886015,"[-21, -330]",0.3,"[0, 320]"
2.133988857,"[-21, -330]",0.3,"[0, 320]"
2.154124975,"[-21, -330]",0.3,"[0, 320]"
2.172228098,"[-21, -330]",0.3,"[0, 320]"
2.184327841,"[-21, -330]",0.3,"[0, 320]"
2.204404116,"[-21, -330]",0.3,"[0, 320]"
2.224546194,"[-21, -330]",0.3,"[0, 320]"
2.242672682,"[-21, -330]",0.3,"[0, 320]"
2.254771233,"[-21, -330]",0.3,"[0, 320]"
2.274888277,"[-21, -330]",0.3,"[0, 320]"
2.294989824,"[-21, -330]",0.3,"[0, 320]"
2.313107014,"[-21, -330]",0.3,"[0, 320]"
2.325205088,"[-21, -330]",0.3,"[0, 320]"
2.345317602,"[-21, -330]",0.3,"[0, 320]"
2.365436316,"[-21, -330]",0.3,"[0, 320]"
2.383506775,"[-21, -330]",0.3,"[0, 320]"
2.395565748,"[-21, -330]",0.3,"[0, 320]"
0.062843561,"[0, -254]",0.4,"[0, 320]"
0.079926968,"[-1, -258]",0.4,"[0, 320]"
0.100599289,"[-1, -260]",0.4,"[0, 320]"
0.119287252,"[-2, -261]",0.4,"[0, 320]"
0.129232645,"[-2, -263]",0.4,"[0, 320]"
0.160501719,"[-3, -264]",0.4,"[0, 320]"
0.176097155,"[-4, -267]",0.4,"[0, 320]"
0.191718817,"[-4, -269]",0.4,"[0, 320]"
0.206753731,"[-5, -271]",0.4,"[0, 320]"
0.222401857,"[-5, -273]",0.4,"[0, 320]"
0.2380054,"[-6, -275]",0.4,"[0, 320]"
0.269242764,"[-6, -277]",0.4,"[0, 320]"
0.28486371,"[-7, -279]",0.4,"[0, 320]"
0.30700469,"[-7, -282]",0.4,"[0, 320]"
0.322629452,"[-8, -284]",0.4,"[0, 320]"
0.338250637,"[-8, -286]",0.4,"[0, 320]"
0.353871822,"[-8, -288]",0.4,"[0, 320]"
0.369516611,"[-9, -290]",0.4,"[0, 320]"
0.385118008,"[-9, -292]",0.4,"[0, 320]"
0.407246113,"[-10, -294]",0.4,"[0, 320]"
0.422871113,"[-11, -296]",0.4,"[0, 320]"
0.454115868,"[-11, -299]",0.4,"[0, 320]"
0.469735146,"[-12, -301]",0.4,"[0, 320]"
0.485356808,"[-13, -304]",0.4,"[0, 320]"
0.507481813,"[-13, -306]",0.4,"[0, 320]"
0.523108244,"[-14, -310]",0.4,"[0, 320]"
0.538728952,"[-15, -311]",0.4,"[0, 320]"
0.554350376,"[-16, -314]",0.4,"[0, 320]"
0.569971323,"[-17, -317]",0.4,"[0, 320]"
0.585596561,"[-18, -320]",0.4,"[0, 320]"
0.607719898,"[-18, -323]",0.4,"[0, 320]"
0.623347521,"[-19, -325]",0.4,"[0, 320]"
0.65458703,"[-19, -328]",0.4,"[0, 320]"
0.670208216,"[-20, -333]",0.4,"[0, 320]"
0.685829878,"[-20, -333]",0.4,"[0, 320]"
0.70795536,"[-20, -333]",0.4,"[0, 320]"
0.723579884,"[-20, -333]",0.4,"[0, 320]"
0.739201307,"[-20, -333]",0.4,"[0, 320]"
0.754822254,"[-20, -333]",0.4,"[0, 320]"
0.770443678,"[-20, -333]",0.4,"[0, 320]"
0.786065102,"[-20, -333]",0.4,"[0, 320]"
0.808190107,"[-20, -333]",0.4,"[0, 320]"
0.823814869,"[-20, -333]",0.4,"[0, 320]"
0.839435339,"[-20, -333]",0.4,"[0, 320]"
0.855057001,"[-20, -333]",0.4,"[0, 320]"
0.870678663,"[-20, -333]",0.4,"[0, 320]"
0.886306047,"[-20, -333]",0.4,"[0, 320]"
0.908430099,"[-20, -333]",0.4,"[0, 320]"
0.924054146,"[-20, -333]",0.4,"[0, 320]"
0.939675808,"[-20, -333]",0.4,"[0, 320]"
0.95529747,"[-20, -333]",0.4,"[0, 320]"
0.970923185,"[-20, -333]",0.4,"[0, 320]"
1.002161741,"[-20, -333]",0.4,"[0, 320]"
1.0086658,"[-20, -333]",0.4,"[0, 320]"
1.024294138,"[-20, -333]",0.4,"[0, 320]"
1.055532694,"[-20, -333]",0.4,"[0, 320]"
1.071154356,"[-20, -333]",0.4,"[0, 320]"
1.086775541,"[-20, -333]",0.4,"[0, 320]"
1.108931541,"[-20, -333]",0.4,"[0, 320]"
1.12458396,"[-20, -333]",0.4,"[0, 320]"
1.140179396,"[-20, -333]",0.4,"[0, 320]"
1.171447515,"[-20, -333]",0.4,"[0, 320]"
1.187041044,"[-20, -333]",0.4,"[0, 320]"
1.202661753,"[-20, -333]",0.4,"[0, 320]"
1.224796057,"[-20, -333]",0.4,"[0, 320]"
1.271687269,"[-20, -333]",0.4,"[0, 320]"
1.287281036,"[-20, -333]",0.4,"[0, 320]"
1.302902699,"[-20, -333]",0.4,"[0, 320]"
1.325061798,"[-20, -333]",0.4,"[0, 320]"
1.340653419,"[-20, -333]",0.4,"[0, 320]"
1.35627532,"[-20, -333]",0.4,"[0, 320]"
1.371896744,"[-20, -333]",0.4,"[0, 320]"
1.387545586,"[-20, -333]",0.4,"[0, 320]"
1.409671545,"[-20, -333]",0.4,"[0, 320]"
1.425296545,"[-20, -333]",0.4,"[0, 320]"
1.440918207,"[-20, -333]",0.4,"[0, 320]"
1.456547737,"[-20, -333]",0.4,"[0, 320]"
1.487780571,"[-20, -333]",0.4,"[0, 320]"
1.503402233,"[-20, -333]",0.4,"[0, 320]"
1.509910583,"[-20, -333]",0.4,"[0, 320]"
1.541187763,"[-20, -333]",0.4,"[0, 320]"
1.556781054,"[-20, -333]",0.4,"[0, 320]"
1.572403193,"[-20, -333]",0.4,"[0, 320]"
1.588023186,"[-20, -333]",0.4,"[0, 320]"
1.610149145,"[-20, -333]",0.4,"[0, 320]"
1.62577343,"[-20, -333]",0.4,"[0, 320]"
1.641394615,"[-20, -333]",0.4,"[0, 320]"
1.657016039,"[-20, -333]",0.4,"[0, 320]"
1.672637463,"[-20, -333]",0.4,"[0, 320]"
1.688258886,"[-20, -333]",0.4,"[0, 320]"
1.710392952,"[-20, -333]",0.4,"[0, 320]"
1.726017714,"[-20, -333]",0.4,"[0, 320]"
1.741639137,"[-20, -333]",0.4,"[0, 320]"
1.757260561,"[-20, -333]",0.4,"[0, 320]"
1.772886276,"[-20, -333]",0.4,"[0, 320]"
1.804124832,"[-20, -333]",0.4,"[0, 320]"
1.810629845,"[-20, -333]",0.4,"[0, 320]"
1.826254129,"[-20, -333]",0.4,"[0, 320]"
1.841877937,"[-20, -333]",0.4,"[0, 320]"
1.873117924,"[-20, -333]",0.4,"[0, 320]"
1.888739109,"[-20, -333]",0.4,"[0, 320]"
1.90436101,"[-20, -333]",0.4,"[0, 320]"
