Episode,Average Distance,Starting Distance,Ratio,FPS,Iterations,Time Elapsed (s),Total Timesteps,Approx KL,Clip Fraction,Entropy Loss,Explained Variance,Learning Rate,Loss,Policy Gradient Loss,Std,Value Loss
436,325.9939647944506,384.98441526898205,0.846771848067367,3.096164929129813,7,4554.343945741653,14101,0.012201288,0.11328125,-11.245759671926498,0.07480251789093018,0.0003,2.9341864585876465,-0.03104975232417928,0.9862223863601685,8.736062256991863
437,219.5699574387178,287.9932949375326,0.7624134356542703,3.0961983667019854,7,4564.952992677689,14134,0.012201288,0.11328125,-11.245759671926498,0.07480251789093018,0.0003,2.9341864585876465,-0.03104975232417928,0.9862223863601685,8.736062256991863
438,302.6133230521526,264.8422260313506,1.1426173521752943,3.0962389796581165,7,4575.551206827164,14167,0.012201288,0.11328125,-11.245759671926498,0.07480251789093018,0.0003,2.9341864585876465,-0.03104975232417928,0.9862223863601685,8.736062256991863
439,301.6036808476894,224.64416306683776,1.3425840971347833,3.0962513430689396,7,4585.8680148124695,14199,0.012201288,0.11328125,-11.245759671926498,0.07480251789093018,0.0003,2.9341864585876465,-0.03104975232417928,0.9862223863601685,8.736062256991863
440,155.23517857115644,237.21087664776252,0.6544184683473311,3.0962585389964272,7,4596.192411184311,14231,0.012201288,0.11328125,-11.245759671926498,0.07480251789093018,0.0003,2.9341864585876465,-0.03104975232417928,0.9862223863601685,8.736062256991863
441,225.79372975937622,240.38465130552134,0.9393017754382308,3.096285163985259,7,4606.810821533203,14264,0.012201288,0.11328125,-11.245759671926498,0.07480251789093018,0.0003,2.9341864585876465,-0.03104975232417928,0.9862223863601685,8.736062256991863
442,179.09263354442936,243.22753505816522,0.7363172656484033,3.0962921010334665,7,4617.135442495346,14296,0.012201288,0.11328125,-11.245759671926498,0.07480251789093018,0.0003,2.9341864585876465,-0.03104975232417928,0.9862223863601685,8.736062256991863
443,198.61422935011933,209.889771130527,0.946278745649803,3.096324200589257,7,4627.745375394821,14329,0.012201288,0.11328125,-11.245759671926498,0.07480251789093018,0.0003,2.9341864585876465,-0.03104975232417928,0.9862223863601685,8.736062256991863
444,306.9897842051443,294.93444550873886,1.0408746380084934,3.095507130528197,8,4638.3353016376495,14358,0.013014806,0.131103515625,-11.220846056938171,0.04529213905334473,0.0003,2.220641613006592,-0.03256438539247029,0.9818238019943237,6.799277198314667
445,200.21371089308545,200.02499843769527,1.0009434443537764,3.0955595964146903,8,4648.9171187877655,14391,0.013014806,0.131103515625,-11.220846056938171,0.04529213905334473,0.0003,2.220641613006592,-0.03256438539247029,0.9818238019943237,6.799277198314667
446,226.5486170502871,372.5184559186296,0.6081540751896943,3.0956084420650365,8,4659.504026412964,14424,0.013014806,0.131103515625,-11.220846056938171,0.04529213905334473,0.0003,2.220641613006592,-0.03256438539247029,0.9818238019943237,6.799277198314667
447,266.7917982065792,296.9843388021815,0.8983362532941062,3.095646964987948,8,4670.106172800064,14457,0.013014806,0.131103515625,-11.220846056938171,0.04529213905334473,0.0003,2.220641613006592,-0.03256438539247029,0.9818238019943237,6.799277198314667
448,255.66323443449147,247.42069436488129,1.0333138668564827,3.0956631354537856,8,4680.418820142746,14489,0.013014806,0.131103515625,-11.220846056938171,0.04529213905334473,0.0003,2.220641613006592,-0.03256438539247029,0.9818238019943237,6.799277198314667
449,164.8923595558659,225.24875138388668,0.7320456097660819,3.0957126663235752,8,4691.003838300705,14522,0.013014806,0.131103515625,-11.220846056938171,0.04529213905334473,0.0003,2.220641613006592,-0.03256438539247029,0.9818238019943237,6.799277198314667
450,307.56659371814055,512.8060062050756,0.5997718240358167,3.095740217056468,8,4701.621899604797,14555,0.013014806,0.131103515625,-11.220846056938171,0.04529213905334473,0.0003,2.220641613006592,-0.03256438539247029,0.9818238019943237,6.799277198314667
451,306.69106687655227,267.5892374517331,1.1461263158308908,3.095696867539329,8,4712.024666547775,14587,0.013014806,0.131103515625,-11.220846056938171,0.04529213905334473,0.0003,2.220641613006592,-0.03256438539247029,0.9818238019943237,6.799277198314667
452,219.15751947597838,359.6804137008297,0.6093117977179218,3.095681138985,8,4722.385589361191,14619,0.013014806,0.131103515625,-11.220846056938171,0.04529213905334473,0.0003,2.220641613006592,-0.03256438539247029,0.9818238019943237,6.799277198314667
453,237.51076775295903,211.68136431911054,1.1220202048344254,3.0956765069138124,8,4732.729652881622,14651,0.013014806,0.131103515625,-11.220846056938171,0.04529213905334473,0.0003,2.220641613006592,-0.03256438539247029,0.9818238019943237,6.799277198314667
454,161.674875548262,285.91082525850607,0.5654730820425697,3.095675310671314,8,4743.068483114243,14683,0.013014806,0.131103515625,-11.220846056938171,0.04529213905334473,0.0003,2.220641613006592,-0.03256438539247029,0.9818238019943237,6.799277198314667
455,266.18057313032466,346.09969661934116,0.7690864098707495,3.0957136620146373,8,4753.669624090195,14716,0.013014806,0.131103515625,-11.220846056938171,0.04529213905334473,0.0003,2.220641613006592,-0.03256438539247029,0.9818238019943237,6.799277198314667
456,202.91029296458922,356.95657999258117,0.568445307742489,3.0957271522573673,8,4763.985737323761,14748,0.013014806,0.131103515625,-11.220846056938171,0.04529213905334473,0.0003,2.220641613006592,-0.03256438539247029,0.9818238019943237,6.799277198314667
457,252.77360185363756,233.93161393877486,1.080544854958313,3.0957549489963156,8,4774.6027200222015,14781,0.013014806,0.131103515625,-11.220846056938171,0.04529213905334473,0.0003,2.220641613006592,-0.03256438539247029,0.9818238019943237,6.799277198314667
458,279.48175528634226,210.0404722904612,1.3306090594761755,3.095768431270431,8,4784.918616771698,14813,0.013014806,0.131103515625,-11.220846056938171,0.04529213905334473,0.0003,2.220641613006592,-0.03256438539247029,0.9818238019943237,6.799277198314667
459,263.52355210774573,434.4951092935339,0.6065052205909086,3.0958076196000124,8,4795.517623901367,14846,0.013014806,0.131103515625,-11.220846056938171,0.04529213905334473,0.0003,2.220641613006592,-0.03256438539247029,0.9818238019943237,6.799277198314667
460,308.46410934049516,365.1643465619282,0.8447267983436131,3.095808994832516,8,4805.852048635483,14878,0.013014806,0.131103515625,-11.220846056938171,0.04529213905334473,0.0003,2.220641613006592,-0.03256438539247029,0.9818238019943237,6.799277198314667
461,232.19233984715754,220.6354459283458,1.0523800419746019,3.095843248624654,8,4816.458328962326,14911,0.013014806,0.131103515625,-11.220846056938171,0.04529213905334473,0.0003,2.220641613006592,-0.03256438539247029,0.9818238019943237,6.799277198314667
462,321.90558155386776,270.29613389761977,1.1909366845616671,3.0958625361135135,8,4826.764698266983,14943,0.013014806,0.131103515625,-11.220846056938171,0.04529213905334473,0.0003,2.220641613006592,-0.03256438539247029,0.9818238019943237,6.799277198314667
463,224.95735134755645,315.5724956329369,0.7128547464073647,3.095896551894152,8,4837.370935678482,14976,0.013014806,0.131103515625,-11.220846056938171,0.04529213905334473,0.0003,2.220641613006592,-0.03256438539247029,0.9818238019943237,6.799277198314667
464,187.33087565169058,205.9732992404598,0.9094910667668363,3.0958692444758587,8,4847.74995803833,15008,0.013014806,0.131103515625,-11.220846056938171,0.04529213905334473,0.0003,2.220641613006592,-0.03256438539247029,0.9818238019943237,6.799277198314667
465,240.38869498157933,370.03567058854236,0.6496365461179477,3.0959015269878516,8,4858.35866189003,15041,0.013014806,0.131103515625,-11.220846056938171,0.04529213905334473,0.0003,2.220641613006592,-0.03256438539247029,0.9818238019943237,6.799277198314667
466,208.21334914948272,226.0432826404033,0.921121595463268,3.095952505201682,8,4868.937741994858,15074,0.013014806,0.131103515625,-11.220846056938171,0.04529213905334473,0.0003,2.220641613006592,-0.03256438539247029,0.9818238019943237,6.799277198314667
467,206.91634799702234,209.9380861111199,0.9856065272858677,3.0959450612831034,8,4879.2855496406555,15106,0.013014806,0.131103515625,-11.220846056938171,0.04529213905334473,0.0003,2.220641613006592,-0.03256438539247029,0.9818238019943237,6.799277198314667
468,166.0577167073887,234.00854685246006,0.7096224430301956,3.0959496905323167,8,4889.6143391132355,15138,0.013014806,0.131103515625,-11.220846056938171,0.04529213905334473,0.0003,2.220641613006592,-0.03256438539247029,0.9818238019943237,6.799277198314667
469,190.2786111422857,298.91521424682094,0.636563821690148,3.095994273387003,8,4900.202862262726,15171,0.013014806,0.131103515625,-11.220846056938171,0.04529213905334473,0.0003,2.220641613006592,-0.03256438539247029,0.9818238019943237,6.799277198314667
470,229.57988281142266,276.1340254296815,0.8314074386674452,3.096004741197089,8,4910.52219581604,15203,0.013014806,0.131103515625,-11.220846056938171,0.04529213905334473,0.0003,2.220641613006592,-0.03256438539247029,0.9818238019943237,6.799277198314667
471,229.13362469475382,430.9303888100722,0.5317184182054562,3.0959164475518843,8,4920.998437166214,15235,0.013014806,0.131103515625,-11.220846056938171,0.04529213905334473,0.0003,2.220641613006592,-0.03256438539247029,0.9818238019943237,6.799277198314667
472,248.9569926736125,238.69118111598019,1.0430087593083053,3.095925058135194,8,4931.320918083191,15267,0.013014806,0.131103515625,-11.220846056938171,0.04529213905334473,0.0003,2.220641613006592,-0.03256438539247029,0.9818238019943237,6.799277198314667
473,238.98305779582216,246.57312456311635,0.9692177856741588,3.0959616610572085,8,4941.921662807465,15300,0.013014806,0.131103515625,-11.220846056938171,0.04529213905334473,0.0003,2.220641613006592,-0.03256438539247029,0.9818238019943237,6.799277198314667
474,284.7661382207432,236.88559718945012,1.2021251675888105,3.0959127568608853,8,4952.33593583107,15332,0.013014806,0.131103515625,-11.220846056938171,0.04529213905334473,0.0003,2.220641613006592,-0.03256438539247029,0.9818238019943237,6.799277198314667
475,229.1353981526808,374.8626415101937,0.6112516233401452,3.095862437944345,8,4962.752805709839,15364,0.013014806,0.131103515625,-11.220846056938171,0.04529213905334473,0.0003,2.220641613006592,-0.03256438539247029,0.9818238019943237,6.799277198314667
476,284.85692982228034,321.72659200010185,0.8854006380118873,3.0958534180726427,8,4973.103671550751,15396,0.013014806,0.131103515625,-11.220846056938171,0.04529213905334473,0.0003,2.220641613006592,-0.03256438539247029,0.9818238019943237,6.799277198314667
477,271.95157574590274,206.10968371343287,1.319450745089755,3.095870885178665,8,4983.734972238541,15429,0.013014806,0.131103515625,-11.220846056938171,0.04529213905334473,0.0003,2.220641613006592,-0.03256438539247029,0.9818238019943237,6.799277198314667
478,350.3446926832794,212.20037700249262,1.6510088136137668,3.0958701883626505,8,4994.072444677353,15461,0.013014806,0.131103515625,-11.220846056938171,0.04529213905334473,0.0003,2.220641613006592,-0.03256438539247029,0.9818238019943237,6.799277198314667
479,248.72955841413113,307.5386154615384,0.8087750477800987,3.0958758037238967,8,5004.399718284607,15493,0.013014806,0.131103515625,-11.220846056938171,0.04529213905334473,0.0003,2.220641613006592,-0.03256438539247029,0.9818238019943237,6.799277198314667
480,253.45687979836023,260.9582562963764,0.9712544963915735,3.0959098583883597,8,5015.003895521164,15526,0.013014806,0.131103515625,-11.220846056938171,0.04529213905334473,0.0003,2.220641613006592,-0.03256438539247029,0.9818238019943237,6.799277198314667
481,267.5553673993226,262.2403477728017,1.020267741679193,3.095891787627247,8,5025.369446754456,15558,0.013014806,0.131103515625,-11.220846056938171,0.04529213905334473,0.0003,2.220641613006592,-0.03256438539247029,0.9818238019943237,6.799277198314667
482,277.73612892459084,264.9617782564799,1.0482120506292252,3.095903485626712,8,5035.686697721481,15590,0.013014806,0.131103515625,-11.220846056938171,0.04529213905334473,0.0003,2.220641613006592,-0.03256438539247029,0.9818238019943237,6.799277198314667
483,343.56755593939437,295.9746610775997,1.1608005722128916,3.0959170454614804,8,5046.000836133957,15622,0.013014806,0.131103515625,-11.220846056938171,0.04529213905334473,0.0003,2.220641613006592,-0.03256438539247029,0.9818238019943237,6.799277198314667
484,216.3970741368412,210.87674124947966,1.0261780073736566,3.0959247968643218,8,5056.324370622635,15654,0.013014806,0.131103515625,-11.220846056938171,0.04529213905334473,0.0003,2.220641613006592,-0.03256438539247029,0.9818238019943237,6.799277198314667
485,265.9667991960662,229.21230869388089,1.1603512948829982,3.0959519870395806,8,5066.939043521881,15687,0.013014806,0.131103515625,-11.220846056938171,0.04529213905334473,0.0003,2.220641613006592,-0.03256438539247029,0.9818238019943237,6.799277198314667
486,187.84268992637007,211.61567700941762,0.8876596128462185,3.095989034258398,8,5077.5373640060425,15720,0.013014806,0.131103515625,-11.220846056938171,0.04529213905334473,0.0003,2.220641613006592,-0.03256438539247029,0.9818238019943237,6.799277198314667
487,239.2738270161172,207.24140512938047,1.1545657435913395,3.0959883838535815,8,5087.874386787415,15752,0.013014806,0.131103515625,-11.220846056938171,0.04529213905334473,0.0003,2.220641613006592,-0.03256438539247029,0.9818238019943237,6.799277198314667
488,164.74044422927818,240.9855348457126,0.6836113393061156,3.0959991749573423,8,5098.192573070526,15784,0.013014806,0.131103515625,-11.220846056938171,0.04529213905334473,0.0003,2.220641613006592,-0.03256438539247029,0.9818238019943237,6.799277198314667
489,192.03979395617975,331.7972804115203,0.5787865220534578,3.0960120618406246,8,5108.5072293281555,15816,0.013014806,0.131103515625,-11.220846056938171,0.04529213905334473,0.0003,2.220641613006592,-0.03256438539247029,0.9818238019943237,6.799277198314667
490,287.66499478337107,315.0745943423557,0.9130059990517619,3.095995876912775,8,5118.869866132736,15848,0.013014806,0.131103515625,-11.220846056938171,0.04529213905334473,0.0003,2.220641613006592,-0.03256438539247029,0.9818238019943237,6.799277198314667
491,173.9178857988808,218.29509468564783,0.7967100041772736,3.096005625257785,8,5129.189646959305,15880,0.013014806,0.131103515625,-11.220846056938171,0.04529213905334473,0.0003,2.220641613006592,-0.03256438539247029,0.9818238019943237,6.799277198314667
492,242.91330763265964,281.3698633471609,0.8633238284405298,3.096034179868079,8,5139.801137685776,15913,0.013014806,0.131103515625,-11.220846056938171,0.04529213905334473,0.0003,2.220641613006592,-0.03256438539247029,0.9818238019943237,6.799277198314667
493,235.9803349638658,246.9494928521783,0.9555813710665179,3.0960831194977887,8,5150.378521680832,15946,0.013014806,0.131103515625,-11.220846056938171,0.04529213905334473,0.0003,2.220641613006592,-0.03256438539247029,0.9818238019943237,6.799277198314667
494,238.95521489869174,261.5988747383911,0.9134412949507376,3.096123704219644,8,5160.969498157501,15979,0.013014806,0.131103515625,-11.220846056938171,0.04529213905334473,0.0003,2.220641613006592,-0.03256438539247029,0.9818238019943237,6.799277198314667
495,164.62409930658885,324.6597231765503,0.5070665917406271,3.0961557171246623,8,5171.574514627457,16012,0.013014806,0.131103515625,-11.220846056938171,0.04529213905334473,0.0003,2.220641613006592,-0.03256438539247029,0.9818238019943237,6.799277198314667
496,256.97834509224685,328.62991546111647,0.7819688135563317,3.096182711352979,8,5182.187711715698,16045,0.013014806,0.131103515625,-11.220846056938171,0.04529213905334473,0.0003,2.220641613006592,-0.03256438539247029,0.9818238019943237,6.799277198314667
497,290.5282616562273,321.61734257412775,0.9033351850087659,3.096154314878696,8,5192.5706424713135,16077,0.013014806,0.131103515625,-11.220846056938171,0.04529213905334473,0.0003,2.220641613006592,-0.03256438539247029,0.9818238019943237,6.799277198314667
498,167.98287669139694,300.63298328644345,0.5587639614757196,3.096160053823752,8,5202.896400690079,16109,0.013014806,0.131103515625,-11.220846056938171,0.04529213905334473,0.0003,2.220641613006592,-0.03256438539247029,0.9818238019943237,6.799277198314667
499,272.9764694747395,217.32358658955366,1.2560830315684701,3.0961898714262897,8,5213.5045557022095,16142,0.013014806,0.131103515625,-11.220846056938171,0.04529213905334473,0.0003,2.220641613006592,-0.03256438539247029,0.9818238019943237,6.799277198314667
500,294.32478872311253,398.8546101024783,0.7379250014121467,3.0961847343060556,8,5223.848506450653,16174,0.013014806,0.131103515625,-11.220846056938171,0.04529213905334473,0.0003,2.220641613006592,-0.03256438539247029,0.9818238019943237,6.799277198314667
501,257.4522429617834,342.68439302189176,0.7512809109615229,3.0961586940363413,8,5234.227829217911,16206,0.013014806,0.131103515625,-11.220846056938171,0.04529213905334473,0.0003,2.220641613006592,-0.03256438539247029,0.9818238019943237,6.799277198314667
502,250.8479279586519,381.5450758104599,0.6574529298427261,3.0961871893283694,8,5244.837927103043,16239,0.013014806,0.131103515625,-11.220846056938171,0.04529213905334473,0.0003,2.220641613006592,-0.03256438539247029,0.9818238019943237,6.799277198314667
503,232.50093420347383,300.83217912982644,0.7728592562005684,3.0962116426479778,8,5255.45469045639,16272,0.013014806,0.131103515625,-11.220846056938171,0.04529213905334473,0.0003,2.220641613006592,-0.03256438539247029,0.9818238019943237,6.799277198314667
504,280.26931008670965,213.85976713725282,1.3105284544092668,3.09619350860509,8,5265.820742368698,16304,0.013014806,0.131103515625,-11.220846056938171,0.04529213905334473,0.0003,2.220641613006592,-0.03256438539247029,0.9818238019943237,6.799277198314667
505,243.10007801159358,298.16263677699436,0.8153271001336634,3.096237375722758,8,5276.404234409332,16337,0.013014806,0.131103515625,-11.220846056938171,0.04529213905334473,0.0003,2.220641613006592,-0.03256438539247029,0.9818238019943237,6.799277198314667
506,279.6873735616976,390.7172890978847,0.7158305541263845,3.0962691730580465,8,5287.008036136627,16370,0.013014806,0.131103515625,-11.220846056938171,0.04529213905334473,0.0003,2.220641613006592,-0.03256438539247029,0.9818238019943237,6.799277198314667
507,219.01592421631074,334.0873245801789,0.6555649020552656,3.095554326331176,9,5297.5972220897675,16399,0.014999879,0.144775390625,-11.179528239369393,0.11128699779510498,0.0003,1.8773101568222046,-0.03516316144523444,0.9768379926681519,5.456440008431673
508,246.0681029194152,294.73872528117283,0.8348685863544834,3.0955177629711725,9,5307.997323274612,16431,0.014999879,0.144775390625,-11.179528239369393,0.11128699779510498,0.0003,1.8773101568222046,-0.03516316144523444,0.9768379926681519,5.456440008431673
509,252.64236252232524,223.6515146382872,1.129625090761961,3.0955484028602074,9,5318.605254173279,16464,0.014999879,0.144775390625,-11.179528239369393,0.11128699779510498,0.0003,1.8773101568222046,-0.03516316144523444,0.9768379926681519,5.456440008431673
510,255.36401775603193,200.6913052426537,1.2724219290281362,3.0955509976887194,9,5328.938212394714,16496,0.014999879,0.144775390625,-11.179528239369393,0.11128699779510498,0.0003,1.8773101568222046,-0.03516316144523444,0.9768379926681519,5.456440008431673
511,207.89749381986752,246.12339041892588,0.844688078877858,3.0955936326854485,9,5339.525131940842,16529,0.014999879,0.144775390625,-11.179528239369393,0.11128699779510498,0.0003,1.8773101568222046,-0.03516316144523444,0.9768379926681519,5.456440008431673
512,238.144710298059,269.462427807663,0.8837770528366279,3.0956154902018715,9,5350.147669315338,16562,0.014999879,0.144775390625,-11.179528239369393,0.11128699779510498,0.0003,1.8773101568222046,-0.03516316144523444,0.9768379926681519,5.456440008431673
513,200.26220684778798,269.53537018225325,0.7429904532098164,3.0956548030982027,9,5360.7398290634155,16595,0.014999879,0.144775390625,-11.179528239369393,0.11128699779510498,0.0003,1.8773101568222046,-0.03516316144523444,0.9768379926681519,5.456440008431673
514,290.7839321814761,208.23347179302996,1.3964322338653399,3.095658962698714,9,5371.069681882858,16627,0.014999879,0.144775390625,-11.179528239369393,0.11128699779510498,0.0003,1.8773101568222046,-0.03516316144523444,0.9768379926681519,5.456440008431673
515,215.050907583446,292.8497908484826,0.7343386073808434,3.0956169033621315,9,5381.479853630066,16659,0.014999879,0.144775390625,-11.179528239369393,0.11128699779510498,0.0003,1.8773101568222046,-0.03516316144523444,0.9768379926681519,5.456440008431673
516,202.55925712823796,354.3517048308519,0.5716333641598498,3.095644079893772,9,5392.092750072479,16692,0.014999879,0.144775390625,-11.179528239369393,0.11128699779510498,0.0003,1.8773101568222046,-0.03516316144523444,0.9768379926681519,5.456440008431673
517,264.3447069290975,272.44265451650557,0.9702765060714182,3.095671542684083,9,5402.7049605846405,16725,0.014999879,0.144775390625,-11.179528239369393,0.11128699779510498,0.0003,1.8773101568222046,-0.03516316144523444,0.9768379926681519,5.456440008431673
518,168.2656751456428,369.00542001439493,0.4559978418178214,3.0956964711541404,9,5413.321414470673,16758,0.014999879,0.144775390625,-11.179528239369393,0.11128699779510498,0.0003,1.8773101568222046,-0.03516316144523444,0.9768379926681519,5.456440008431673
519,225.86014422796927,263.7062759966095,0.8564837654105477,3.095716410048759,9,5423.946439504623,16791,0.014999879,0.144775390625,-11.179528239369393,0.11128699779510498,0.0003,1.8773101568222046,-0.03516316144523444,0.9768379926681519,5.456440008431673
520,296.25059330590517,303.9874110037281,0.9745488878230947,3.095717542868267,9,5434.281315088272,16823,0.014999879,0.144775390625,-11.179528239369393,0.11128699779510498,0.0003,1.8773101568222046,-0.03516316144523444,0.9768379926681519,5.456440008431673
521,251.80942535504232,223.91292950609173,1.1245863555556386,3.095725496620348,9,5444.6041867733,16855,0.014999879,0.144775390625,-11.179528239369393,0.11128699779510498,0.0003,1.8773101568222046,-0.03516316144523444,0.9768379926681519,5.456440008431673
522,337.8205226384301,221.14474897677312,1.5275991141616998,3.0957395918676816,9,5455.239208221436,16888,0.014999879,0.144775390625,-11.179528239369393,0.11128699779510498,0.0003,1.8773101568222046,-0.03516316144523444,0.9768379926681519,5.456440008431673
523,202.47138172904886,231.55048542432664,0.8744157083411463,3.0958020786404155,9,5465.788693904877,16921,0.014999879,0.144775390625,-11.179528239369393,0.11128699779510498,0.0003,1.8773101568222046,-0.03516316144523444,0.9768379926681519,5.456440008431673
524,205.68169878912948,277.77148881769705,0.7404708800913672,3.0958369148424776,9,5476.386665821075,16954,0.014999879,0.144775390625,-11.179528239369393,0.11128699779510498,0.0003,1.8773101568222046,-0.03516316144523444,0.9768379926681519,5.456440008431673
525,229.49310464671072,335.65011544761904,0.683727173281801,3.095809341641221,9,5486.771995782852,16986,0.014999879,0.144775390625,-11.179528239369393,0.11128699779510498,0.0003,1.8773101568222046,-0.03516316144523444,0.9768379926681519,5.456440008431673
526,341.81827844672887,295.006779583114,1.158679400282821,3.095802033621073,9,5497.1215262413025,17018,0.014999879,0.144775390625,-11.179528239369393,0.11128699779510498,0.0003,1.8773101568222046,-0.03516316144523444,0.9768379926681519,5.456440008431673
527,266.56370292944865,201.5589243868899,1.3225100488122414,3.0958091960172016,9,5507.445362567902,17050,0.014999879,0.144775390625,-11.179528239369393,0.11128699779510498,0.0003,1.8773101568222046,-0.03516316144523444,0.9768379926681519,5.456440008431673
528,224.38223421380263,280.56015397771654,0.7997651520808053,3.0958152327088997,9,5517.771157503128,17082,0.014999879,0.144775390625,-11.179528239369393,0.11128699779510498,0.0003,1.8773101568222046,-0.03516316144523444,0.9768379926681519,5.456440008431673
529,316.11468361768374,204.24005483743878,1.5477604717120232,3.0958262777379124,9,5528.410984516144,17115,0.014999879,0.144775390625,-11.179528239369393,0.11128699779510498,0.0003,1.8773101568222046,-0.03516316144523444,0.9768379926681519,5.456440008431673
530,277.36070185698713,396.77772666562015,0.6990329426700145,3.0958567535145645,9,5539.015970468521,17148,0.014999879,0.144775390625,-11.179528239369393,0.11128699779510498,0.0003,1.8773101568222046,-0.03516316144523444,0.9768379926681519,5.456440008431673
531,275.16917608028393,243.12864440048048,1.1317842731316612,3.0958484885676727,9,5549.367181062698,17180,0.014999879,0.144775390625,-11.179528239369393,0.11128699779510498,0.0003,1.8773101568222046,-0.03516316144523444,0.9768379926681519,5.456440008431673
532,207.12623965069122,301.63187369982757,0.6866855187088593,3.0958334512799524,9,5559.730609178543,17212,0.014999879,0.144775390625,-11.179528239369393,0.11128699779510498,0.0003,1.8773101568222046,-0.03516316144523444,0.9768379926681519,5.456440008431673
533,194.4077166696461,306.5697310564107,0.6341386541969921,3.095844861661504,9,5570.0465528965,17244,0.014999879,0.144775390625,-11.179528239369393,0.11128699779510498,0.0003,1.8773101568222046,-0.03516316144523444,0.9768379926681519,5.456440008431673
534,195.89949647829425,206.15528128088303,0.9502521364533201,3.0958489614205593,9,5580.375598192215,17276,0.014999879,0.144775390625,-11.179528239369393,0.11128699779510498,0.0003,1.8773101568222046,-0.03516316144523444,0.9768379926681519,5.456440008431673
535,284.18616707442067,286.27609051403505,0.9926996228156472,3.0958766265881166,9,5590.985070705414,17309,0.014999879,0.144775390625,-11.179528239369393,0.11128699779510498,0.0003,1.8773101568222046,-0.03516316144523444,0.9768379926681519,5.456440008431673
536,155.70789406015982,210.21064027174856,0.740723180610027,3.09592581356794,9,5601.555413246155,17342,0.014999879,0.144775390625,-11.179528239369393,0.11128699779510498,0.0003,1.8773101568222046,-0.03516316144523444,0.9768379926681519,5.456440008431673
537,241.50552911429622,385.5295060044043,0.6264255403360417,3.0959479389072766,9,5612.174475431442,17375,0.014999879,0.144775390625,-11.179528239369393,0.11128699779510498,0.0003,1.8773101568222046,-0.03516316144523444,0.9768379926681519,5.456440008431673
538,239.28235622711347,303.7252047492931,0.7878251540718416,3.0960004909183643,9,5622.738126516342,17408,0.014999879,0.144775390625,-11.179528239369393,0.11128699779510498,0.0003,1.8773101568222046,-0.03516316144523444,0.9768379926681519,5.456440008431673
539,175.01733711775245,276.63152387246106,0.632673148265065,3.096006364745724,9,5633.063354969025,17440,0.014999879,0.144775390625,-11.179528239369393,0.11128699779510498,0.0003,1.8773101568222046,-0.03516316144523444,0.9768379926681519,5.456440008431673
540,204.5478798402227,288.37211606508515,0.7093192040594402,3.0960241661947987,9,5643.689797639847,17473,0.014999879,0.144775390625,-11.179528239369393,0.11128699779510498,0.0003,1.8773101568222046,-0.03516316144523444,0.9768379926681519,5.456440008431673
541,332.04697962361155,318.14782820613664,1.0436877142800085,3.096035139853663,9,5654.0055940151215,17505,0.014999879,0.144775390625,-11.179528239369393,0.11128699779510498,0.0003,1.8773101568222046,-0.03516316144523444,0.9768379926681519,5.456440008431673
542,262.44615193497583,274.23530042647684,0.9570108280255418,3.096063437878302,9,5664.612612724304,17538,0.014999879,0.144775390625,-11.179528239369393,0.11128699779510498,0.0003,1.8773101568222046,-0.03516316144523444,0.9768379926681519,5.456440008431673
543,266.4362146561639,235.52060070692,1.1312650097547732,3.0960722545361667,9,5674.932157754898,17570,0.014999879,0.144775390625,-11.179528239369393,0.11128699779510498,0.0003,1.8773101568222046,-0.03516316144523444,0.9768379926681519,5.456440008431673
544,249.41864038880604,359.8889605010707,0.693043321033083,3.096042743473658,9,5685.322025060654,17602,0.014999879,0.144775390625,-11.179528239369393,0.11128699779510498,0.0003,1.8773101568222046,-0.03516316144523444,0.9768379926681519,5.456440008431673
545,323.6754707845939,281.81021982887705,1.148558313396649,3.096065174793415,9,5695.939524650574,17635,0.014999879,0.144775390625,-11.179528239369393,0.11128699779510498,0.0003,1.8773101568222046,-0.03516316144523444,0.9768379926681519,5.456440008431673
546,219.70841651210412,203.62956563328422,1.0789612786768707,3.0960937234878174,9,5706.545595169067,17668,0.014999879,0.144775390625,-11.179528239369393,0.11128699779510498,0.0003,1.8773101568222046,-0.03516316144523444,0.9768379926681519,5.456440008431673
547,213.27122874463166,213.02582003128165,1.0011520139357473,3.0960951835822192,9,5716.87850356102,17700,0.014999879,0.144775390625,-11.179528239369393,0.11128699779510498,0.0003,1.8773101568222046,-0.03516316144523444,0.9768379926681519,5.456440008431673
548,309.57015509173056,201.9805031958022,1.532673452108542,3.0960694512096083,9,5727.2617037296295,17732,0.014999879,0.144775390625,-11.179528239369393,0.11128699779510498,0.0003,1.8773101568222046,-0.03516316144523444,0.9768379926681519,5.456440008431673
549,161.2394878279075,265.53131578244955,0.6072334155870768,3.096068997302276,9,5737.5982303619385,17764,0.014999879,0.144775390625,-11.179528239369393,0.11128699779510498,0.0003,1.8773101568222046,-0.03516316144523444,0.9768379926681519,5.456440008431673
550,237.90775833798324,249.32520617063915,0.954206604265909,3.0960669391133986,9,5747.937738418579,17796,0.014999879,0.144775390625,-11.179528239369393,0.11128699779510498,0.0003,1.8773101568222046,-0.03516316144523444,0.9768379926681519,5.456440008431673
