Episode,Average Distance,Starting Distance,Ratio,FPS,Iterations,Time Elapsed (s),Total Timesteps,Approx KL,Clip Fraction,Entropy Loss,Explained Variance,Learning Rate,Loss,Policy Gradient Loss,Std,Value Loss
37,235.18974633192389,302.3789013803708,0.7777981375627534,3.100515946205676,1,388.3224666118622,1204,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
38,262.9945016827752,200.8606482116395,1.3093381108960056,3.1008776421484017,1,398.91931986808777,1237,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
39,233.0363089499571,206.7849124090053,1.1269502510368283,3.101180313378246,1,409.5214955806732,1270,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
40,195.1590909027967,342.31710445141357,0.5701120054037393,3.1013155417603144,1,420.1442847251892,1303,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
41,236.41656023880492,204.12006270820123,1.1582230433505842,3.1012582753066886,1,430.47043538093567,1335,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
42,331.7877279498909,203.83571816538927,1.6277212401051482,3.101536822143775,1,441.07166171073914,1368,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
43,247.9834502089072,315.62794553081005,0.7856828069892824,3.101427016018094,1,451.4051089286804,1400,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
44,270.7165997284786,201.69283576765935,1.3422221899856246,3.1008814879466957,1,461.8041694164276,1432,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
45,272.67304532059984,237.7414562082095,1.146930996678164,3.1013141624402745,1,472.38039207458496,1465,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
46,226.7638934411916,285.2130639215709,0.7950683966690534,3.1014819137763383,1,482.99491715431213,1498,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
47,239.98123733776893,316.0569568922665,0.7592974370742002,3.1018032512102125,1,493.5838530063629,1531,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
48,326.80539923682454,210.23082552280482,1.554507520122801,3.1017783034030284,1,503.90448546409607,1563,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
49,308.6671554635767,233.9401632896754,1.3194278020630896,3.102122881433848,1,514.4863891601562,1596,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
50,231.6864775142537,234.7977853387889,0.9867489899019026,3.1022380799997986,1,525.1047656536102,1629,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51,189.773921868796,237.59208741033444,0.7987383920788832,3.102390680780252,1,535.7158949375153,1662,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
52,270.25294076705666,211.85136298829894,1.275672419355562,3.1027458877449767,1,546.29030585289,1695,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
53,220.3153921452144,369.0487137978334,0.5969818723332665,3.102781719487078,1,556.9196147918701,1728,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
54,255.92662555010395,276.3711013785079,0.9260252764256857,3.1027719329786887,1,567.5570225715637,1761,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
55,305.6995033571329,374.1010759412549,0.8171575090715241,3.1026716262465266,1,577.8890633583069,1793,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
56,242.0537277470259,222.50393254951697,1.0878626951600427,3.102868593964365,1,588.4876992702484,1826,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
57,253.68736957546741,230.24334952393303,1.101822789235862,3.1032231895321614,1,599.0545592308044,1859,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
58,264.865739065038,217.5890622251036,1.217275061331093,3.103334981873227,1,609.6667008399963,1892,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
59,267.6273176932143,351.10397320451955,0.7622451983399239,3.1035895107975944,1,620.249550819397,1925,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
60,210.13732687043867,242.4873935491382,0.8665907278509963,3.1036980510968064,1,630.8603374958038,1958,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
61,258.8771053647184,213.35587064341388,1.2133582478139777,3.103779308035028,1,641.4760208129883,1991,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
62,268.35570016007284,289.2185780370057,0.9278646689347063,3.104029176734125,1,652.0557265281677,2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
63,213.30754728069712,224.0557966221807,0.9520286932830037,3.0953420288681284,2,662.6085197925568,2051,0.011758378,0.118701171875,-11.35138260424137,-0.03714644908905029,0.0003,10.335640907287598,-0.025342354955500922,0.9994480013847351,22.709246608614922
64,260.2943373321575,224.4114621979802,1.1598976932048182,3.0956374744292385,2,673.2054438591003,2084,0.011758378,0.118701171875,-11.35138260424137,-0.03714644908905029,0.0003,10.335640907287598,-0.025342354955500922,0.9994480013847351,22.709246608614922
65,183.33056715309834,218.44907873461037,0.8392370808568306,3.095912422329508,2,683.804872751236,2117,0.011758378,0.118701171875,-11.35138260424137,-0.03714644908905029,0.0003,10.335640907287598,-0.025342354955500922,0.9994480013847351,22.709246608614922
66,208.08319237583135,277.72108310317384,0.7492524155918263,3.0962553352361173,2,694.3871765136719,2150,0.011758378,0.118701171875,-11.35138260424137,-0.03714644908905029,0.0003,10.335640907287598,-0.025342354955500922,0.9994480013847351,22.709246608614922
67,255.78723457273878,220.51077071199947,1.1599761487696787,3.096437137764159,2,705.0038166046143,2183,0.011758378,0.118701171875,-11.35138260424137,-0.03714644908905029,0.0003,10.335640907287598,-0.025342354955500922,0.9994480013847351,22.709246608614922
68,231.54412384954685,265.7084868798887,0.8714216341693837,3.0963147227154546,2,715.3665561676025,2215,0.011758378,0.118701171875,-11.35138260424137,-0.03714644908905029,0.0003,10.335640907287598,-0.025342354955500922,0.9994480013847351,22.709246608614922
69,193.5431702509731,276.9917571393697,0.6987325985790651,3.0962974334944136,2,725.7054750919342,2247,0.011758378,0.118701171875,-11.35138260424137,-0.03714644908905029,0.0003,10.335640907287598,-0.025342354955500922,0.9994480013847351,22.709246608614922
70,241.82829441465563,302.062907355405,0.8005891770422584,3.096545281000745,2,736.3044273853302,2280,0.011758378,0.118701171875,-11.35138260424137,-0.03714644908905029,0.0003,10.335640907287598,-0.025342354955500922,0.9994480013847351,22.709246608614922
71,139.48011828694763,219.08616102652803,0.6366450424500281,3.096895141182357,2,746.8770799636841,2313,0.011758378,0.118701171875,-11.35138260424137,-0.03714644908905029,0.0003,10.335640907287598,-0.025342354955500922,0.9994480013847351,22.709246608614922
72,286.68166756856573,232.03448019637082,1.2355132190954852,3.0969739217003918,2,757.5136437416077,2346,0.011758378,0.118701171875,-11.35138260424137,-0.03714644908905029,0.0003,10.335640907287598,-0.025342354955500922,0.9994480013847351,22.709246608614922
73,236.83979242507561,291.6105161238627,0.8121785029332653,3.0973128040720908,2,768.085159778595,2379,0.011758378,0.118701171875,-11.35138260424137,-0.03714644908905029,0.0003,10.335640907287598,-0.025342354955500922,0.9994480013847351,22.709246608614922
74,257.63191684670005,379.9990815273521,0.677980367245061,3.097447542902826,2,778.7056815624237,2412,0.011758378,0.118701171875,-11.35138260424137,-0.03714644908905029,0.0003,10.335640907287598,-0.025342354955500922,0.9994480013847351,22.709246608614922
75,252.6752568032763,301.5592810709032,0.8378958057797824,3.097659380712943,2,789.3056335449219,2445,0.011758378,0.118701171875,-11.35138260424137,-0.03714644908905029,0.0003,10.335640907287598,-0.025342354955500922,0.9994480013847351,22.709246608614922
76,252.27650882493188,411.58838661944776,0.6129339821684164,3.097892583632528,2,799.8986191749573,2478,0.011758378,0.118701171875,-11.35138260424137,-0.03714644908905029,0.0003,10.335640907287598,-0.025342354955500922,0.9994480013847351,22.709246608614922
77,292.740423849448,325.8720738802546,0.8983292749320361,3.0979245018558217,2,810.2198741436005,2510,0.011758378,0.118701171875,-11.35138260424137,-0.03714644908905029,0.0003,10.335640907287598,-0.025342354955500922,0.9994480013847351,22.709246608614922
78,218.60632815343476,297.3835214277674,0.7350989964201257,3.097629379460642,2,820.6275472640991,2542,0.011758378,0.118701171875,-11.35138260424137,-0.03714644908905029,0.0003,10.335640907287598,-0.025342354955500922,0.9994480013847351,22.709246608614922
79,263.6442322668607,381.42845077141175,0.6912023257144534,3.097326154576214,2,831.0393776893616,2574,0.011758378,0.118701171875,-11.35138260424137,-0.03714644908905029,0.0003,10.335640907287598,-0.025342354955500922,0.9994480013847351,22.709246608614922
80,276.14162046351584,377.73668077114246,0.731042640338179,3.097245999005153,2,841.3926439285278,2606,0.011758378,0.118701171875,-11.35138260424137,-0.03714644908905029,0.0003,10.335640907287598,-0.025342354955500922,0.9994480013847351,22.709246608614922
81,110.7885702922125,233.33452380648689,0.4748057359231317,3.097456656236598,2,851.9893231391907,2639,0.011758378,0.118701171875,-11.35138260424137,-0.03714644908905029,0.0003,10.335640907287598,-0.025342354955500922,0.9994480013847351,22.709246608614922
82,270.7231103255284,347.3110997362451,0.7794830356159675,3.097510047686936,2,862.3055160045624,2671,0.011758378,0.118701171875,-11.35138260424137,-0.03714644908905029,0.0003,10.335640907287598,-0.025342354955500922,0.9994480013847351,22.709246608614922
83,220.4540462472382,358.6153928653928,0.6147367085550235,3.097698730780202,2,872.9060618877411,2704,0.011758378,0.118701171875,-11.35138260424137,-0.03714644908905029,0.0003,10.335640907287598,-0.025342354955500922,0.9994480013847351,22.709246608614922
84,223.06596958404847,200.57168294652163,1.112150859518512,3.097821147818762,2,883.5242156982422,2737,0.011758378,0.118701171875,-11.35138260424137,-0.03714644908905029,0.0003,10.335640907287598,-0.025342354955500922,0.9994480013847351,22.709246608614922
85,306.1949383890281,240.22226614472257,1.2746317953913568,3.097787389123982,2,893.8637976646423,2769,0.011758378,0.118701171875,-11.35138260424137,-0.03714644908905029,0.0003,10.335640907287598,-0.025342354955500922,0.9994480013847351,22.709246608614922
86,219.06182001707228,240.3484664100807,0.9114342325085224,3.097807924880198,2,904.1877572536469,2801,0.011758378,0.118701171875,-11.35138260424137,-0.03714644908905029,0.0003,10.335640907287598,-0.025342354955500922,0.9994480013847351,22.709246608614922
87,208.92162389210228,263.46346995361614,0.792981372062259,3.0981091961200122,2,914.7514889240265,2834,0.011758378,0.118701171875,-11.35138260424137,-0.03714644908905029,0.0003,10.335640907287598,-0.025342354955500922,0.9994480013847351,22.709246608614922
88,212.4470465585687,200.5617112013158,1.0592602410802272,3.0982331968149754,2,925.3661096096039,2867,0.011758378,0.118701171875,-11.35138260424137,-0.03714644908905029,0.0003,10.335640907287598,-0.025342354955500922,0.9994480013847351,22.709246608614922
89,310.81258997115117,251.8491612056709,1.2341219977990245,3.098441088441565,2,935.9545388221741,2900,0.011758378,0.118701171875,-11.35138260424137,-0.03714644908905029,0.0003,10.335640907287598,-0.025342354955500922,0.9994480013847351,22.709246608614922
90,256.399254561181,294.3753083554587,0.8709944322218033,3.0984189753770393,2,946.2890665531158,2932,0.011758378,0.118701171875,-11.35138260424137,-0.03714644908905029,0.0003,10.335640907287598,-0.025342354955500922,0.9994480013847351,22.709246608614922
91,247.19863212831416,202.3857702507763,1.2214229875055456,3.0983911137663633,2,956.6255166530609,2964,0.011758378,0.118701171875,-11.35138260424137,-0.03714644908905029,0.0003,10.335640907287598,-0.025342354955500922,0.9994480013847351,22.709246608614922
92,301.73051887753786,212.8929144815075,1.417287745871632,3.0985234858001074,2,967.2348825931549,2997,0.011758378,0.118701171875,-11.35138260424137,-0.03714644908905029,0.0003,10.335640907287598,-0.025342354955500922,0.9994480013847351,22.709246608614922
93,287.52001898067033,327.28253662538384,0.8785070598183895,3.0986386133229917,2,977.8487839698792,3030,0.011758378,0.118701171875,-11.35138260424137,-0.03714644908905029,0.0003,10.335640907287598,-0.025342354955500922,0.9994480013847351,22.709246608614922
94,231.23873167137236,256.7222031501533,0.9007352259910453,3.098841392328765,2,988.4339377880096,3063,0.011758378,0.118701171875,-11.35138260424137,-0.03714644908905029,0.0003,10.335640907287598,-0.025342354955500922,0.9994480013847351,22.709246608614922
95,270.7859193942971,220.75735693776952,1.226622401855583,3.0990290858031155,2,999.0225694179535,3096,0.011758378,0.118701171875,-11.35138260424137,-0.03714644908905029,0.0003,10.335640907287598,-0.025342354955500922,0.9994480013847351,22.709246608614922
96,279.29279926560434,361.2672141227321,0.7730920170650224,3.098983094057464,2,1009.3633637428284,3128,0.011758378,0.118701171875,-11.35138260424137,-0.03714644908905029,0.0003,10.335640907287598,-0.025342354955500922,0.9994480013847351,22.709246608614922
97,250.8473308911026,205.92826534225443,1.2181296747884138,3.09908053343608,2,1019.9799475669861,3161,0.011758378,0.118701171875,-11.35138260424137,-0.03714644908905029,0.0003,10.335640907287598,-0.025342354955500922,0.9994480013847351,22.709246608614922
98,255.51677712348018,366.9254607444745,0.6963724365298845,3.0988235736201983,2,1030.391025543213,3193,0.011758378,0.118701171875,-11.35138260424137,-0.03714644908905029,0.0003,10.335640907287598,-0.025342354955500922,0.9994480013847351,22.709246608614922
99,199.1121596099182,291.8076072433818,0.6823405376263851,3.0988362938952405,2,1040.7132530212402,3225,0.011758378,0.118701171875,-11.35138260424137,-0.03714644908905029,0.0003,10.335640907287598,-0.025342354955500922,0.9994480013847351,22.709246608614922
100,290.0117186208162,331.84928353610366,0.8739260049939638,3.0989500945252133,2,1051.3238034248352,3258,0.011758378,0.118701171875,-11.35138260424137,-0.03714644908905029,0.0003,10.335640907287598,-0.025342354955500922,0.9994480013847351,22.709246608614922
101,153.5855164881692,243.08800868038557,0.6318103361902351,3.0988757590191116,2,1061.6753480434418,3290,0.011758378,0.118701171875,-11.35138260424137,-0.03714644908905029,0.0003,10.335640907287598,-0.025342354955500922,0.9994480013847351,22.709246608614922
102,161.7388338764655,232.09151590014346,0.6968752530620423,3.098838379480106,2,1072.0146045684814,3322,0.011758378,0.118701171875,-11.35138260424137,-0.03714644908905029,0.0003,10.335640907287598,-0.025342354955500922,0.9994480013847351,22.709246608614922
103,266.5875328517235,282.55050106212605,0.9435040173335503,3.0987954806154505,2,1082.3560383319855,3354,0.011758378,0.118701171875,-11.35138260424137,-0.03714644908905029,0.0003,10.335640907287598,-0.025342354955500922,0.9994480013847351,22.709246608614922
104,231.7081567613108,282.11345235560816,0.821329698483287,3.098823109921528,2,1092.672888994217,3386,0.011758378,0.118701171875,-11.35138260424137,-0.03714644908905029,0.0003,10.335640907287598,-0.025342354955500922,0.9994480013847351,22.709246608614922
105,218.92447234205636,223.80571931923456,0.9781898023338017,3.0987134309178295,2,1103.0384306907654,3418,0.011758378,0.118701171875,-11.35138260424137,-0.03714644908905029,0.0003,10.335640907287598,-0.025342354955500922,0.9994480013847351,22.709246608614922
106,247.51514456231502,232.74449510138794,1.0634629379934109,3.098800159198278,2,1113.6568422317505,3451,0.011758378,0.118701171875,-11.35138260424137,-0.03714644908905029,0.0003,10.335640907287598,-0.025342354955500922,0.9994480013847351,22.709246608614922
107,111.51470655439789,200.4120754844877,0.5564270829729986,3.0981619498309807,2,1115.8228833675385,3457,0.011758378,0.118701171875,-11.35138260424137,-0.03714644908905029,0.0003,10.335640907287598,-0.025342354955500922,0.9994480013847351,22.709246608614922
108,160.1471454005782,326.72465471708745,0.49015935310804887,3.0983464859817027,2,1126.4072678089142,3490,0.011758378,0.118701171875,-11.35138260424137,-0.03714644908905029,0.0003,10.335640907287598,-0.025342354955500922,0.9994480013847351,22.709246608614922
109,212.02680088693506,271.5727831129065,0.7807365615087607,3.098378763122618,2,1136.723515510559,3522,0.011758378,0.118701171875,-11.35138260424137,-0.03714644908905029,0.0003,10.335640907287598,-0.025342354955500922,0.9994480013847351,22.709246608614922
110,228.8961981710322,202.2473732833136,1.1317635154172718,3.098305383996873,2,1147.0786638259888,3554,0.011758378,0.118701171875,-11.35138260424137,-0.03714644908905029,0.0003,10.335640907287598,-0.025342354955500922,0.9994480013847351,22.709246608614922
111,195.445508699813,332.06324698767855,0.5885791651825447,3.0984384304850097,2,1157.6799347400665,3587,0.011758378,0.118701171875,-11.35138260424137,-0.03714644908905029,0.0003,10.335640907287598,-0.025342354955500922,0.9994480013847351,22.709246608614922
112,147.97846775094018,232.29722340140012,0.6370221115180504,3.0984188006880933,2,1168.0151176452637,3619,0.011758378,0.118701171875,-11.35138260424137,-0.03714644908905029,0.0003,10.335640907287598,-0.025342354955500922,0.9994480013847351,22.709246608614922
113,281.3375899250931,285.3769437077915,0.9858455496431608,3.098522523303263,2,1178.6262557506561,3652,0.011758378,0.118701171875,-11.35138260424137,-0.03714644908905029,0.0003,10.335640907287598,-0.025342354955500922,0.9994480013847351,22.709246608614922
114,247.49387139175892,362.70787143374764,0.6823504282204866,3.098558826959791,2,1188.9398283958435,3684,0.011758378,0.118701171875,-11.35138260424137,-0.03714644908905029,0.0003,10.335640907287598,-0.025342354955500922,0.9994480013847351,22.709246608614922
115,273.6599323769085,377.6612238501591,0.7246175013336446,3.098358367269072,2,1199.3448011875153,3716,0.011758378,0.118701171875,-11.35138260424137,-0.03714644908905029,0.0003,10.335640907287598,-0.025342354955500922,0.9994480013847351,22.709246608614922
116,306.16820099326264,280.9199174141983,1.0898771572036217,3.0984142082007877,2,1209.9737956523895,3749,0.011758378,0.118701171875,-11.35138260424137,-0.03714644908905029,0.0003,10.335640907287598,-0.025342354955500922,0.9994480013847351,22.709246608614922
117,279.5409184166727,360.3153209643406,0.7758230143212204,3.098443743621081,2,1220.290027141571,3781,0.011758378,0.118701171875,-11.35138260424137,-0.03714644908905029,0.0003,10.335640907287598,-0.025342354955500922,0.9994480013847351,22.709246608614922
118,289.0328809775152,254.566297847928,1.1353933471200368,3.0984701353243977,2,1230.6073105335236,3813,0.011758378,0.118701171875,-11.35138260424137,-0.03714644908905029,0.0003,10.335640907287598,-0.025342354955500922,0.9994480013847351,22.709246608614922
119,246.24436675129408,304.2433236736675,0.8093665418124892,3.098561767103133,2,1241.221020936966,3846,0.011758378,0.118701171875,-11.35138260424137,-0.03714644908905029,0.0003,10.335640907287598,-0.025342354955500922,0.9994480013847351,22.709246608614922
120,250.49521059136197,210.59032042780962,1.1894906189538363,3.0986742988566336,2,1251.8256602287292,3879,0.011758378,0.118701171875,-11.35138260424137,-0.03714644908905029,0.0003,10.335640907287598,-0.025342354955500922,0.9994480013847351,22.709246608614922
121,254.62294262261702,279.11410885440864,0.9122539296479395,3.098661410763165,2,1262.1579067707062,3911,0.011758378,0.118701171875,-11.35138260424137,-0.03714644908905029,0.0003,10.335640907287598,-0.025342354955500922,0.9994480013847351,22.709246608614922
122,223.5189499550839,212.6405417600322,1.051158674187955,3.0985547014769295,2,1272.5287690162659,3943,0.011758378,0.118701171875,-11.35138260424137,-0.03714644908905029,0.0003,10.335640907287598,-0.025342354955500922,0.9994480013847351,22.709246608614922
123,289.9556601259944,381.27811371753296,0.7604833576700023,3.0987508371603885,2,1283.0976767539978,3976,0.011758378,0.118701171875,-11.35138260424137,-0.03714644908905029,0.0003,10.335640907287598,-0.025342354955500922,0.9994480013847351,22.709246608614922
124,219.63909441103087,367.93477682872003,0.596951167008811,3.0988338880439765,2,1293.7124559879303,4009,0.011758378,0.118701171875,-11.35138260424137,-0.03714644908905029,0.0003,10.335640907287598,-0.025342354955500922,0.9994480013847351,22.709246608614922
125,333.5689461561855,231.32012450281968,1.4420230270631704,3.0987936359321893,2,1304.055860042572,4041,0.011758378,0.118701171875,-11.35138260424137,-0.03714644908905029,0.0003,10.335640907287598,-0.025342354955500922,0.9994480013847351,22.709246608614922
126,246.62933657874282,312.61797773000836,0.7889160385771018,3.0987264002279975,2,1314.4109785556793,4073,0.011758378,0.118701171875,-11.35138260424137,-0.03714644908905029,0.0003,10.335640907287598,-0.025342354955500922,0.9994480013847351,22.709246608614922
127,252.43513431713072,321.3643757181129,0.7855106333831975,3.0959768080257186,3,1324.9453256130219,4102,0.010262715,0.10966796875,-11.326376417279244,-0.025767922401428223,0.0003,7.123167991638184,-0.028718637394194956,0.9948940277099609,20.619908049702644
128,243.2409520841268,208.89231675674432,1.1644322580202007,3.095992864116689,3,1335.2743954658508,4134,0.010262715,0.10966796875,-11.326376417279244,-0.025767922401428223,0.0003,7.123167991638184,-0.028718637394194956,0.9948940277099609,20.619908049702644
129,257.2319674498516,269.53524113978796,0.954353747443528,3.0961463453047338,3,1345.8666145801544,4167,0.010262715,0.10966796875,-11.326376417279244,-0.025767922401428223,0.0003,7.123167991638184,-0.028718637394194956,0.9948940277099609,20.619908049702644
130,180.85435743462486,245.91905576540762,0.7354222993079045,3.0962611597076677,3,1356.4747233390808,4200,0.010262715,0.10966796875,-11.326376417279244,-0.025767922401428223,0.0003,7.123167991638184,-0.028718637394194956,0.9948940277099609,20.619908049702644
131,148.88688434015248,284.2129483327598,0.5238567954540692,3.09625239115418,3,1366.813639640808,4232,0.010262715,0.10966796875,-11.326376417279244,-0.025767922401428223,0.0003,7.123167991638184,-0.028718637394194956,0.9948940277099609,20.619908049702644
132,317.34645373601995,365.0342449688796,0.8693607739818351,3.096188240785392,3,1377.17724776268,4264,0.010262715,0.10966796875,-11.326376417279244,-0.025767922401428223,0.0003,7.123167991638184,-0.028718637394194956,0.9948940277099609,20.619908049702644
