Iteration,Episode,FPS,Time Elapsed (s),Total Timesteps,Approx KL,Clip Fraction,Entropy Loss,Explained Variance,Learning Rate,Loss,Policy Gradient Loss,Std,Value Loss
1,2,5,403.8556807041168,2048,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,3,4,813.5261015892029,4096,0.0117430845,0.145361328125,-11.32752996981144,0.08117890357971191,0.0003,9.883096694946289,-0.020099378227314446,0.9951252937316895,24.93185774087906
3,4,5,1101.5955941677094,6144,0.011214338,0.122607421875,-11.30126927793026,-0.01936662197113037,0.0003,9.063982009887695,-0.01963174043921754,0.9924231767654419,20.70914659798145
4,5,5,1504.586242198944,8192,0.009503586,0.0953125,-11.28355598449707,0.21421128511428833,0.0003,7.660804748535156,-0.020355016046960373,0.991016685962677,23.135672056674956
5,6,0,3649.90881896019,10240,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6,6,0,3942.1012053489685,12288,0.0065844394,0.024951171875,-11.24940248131752,0.0449070930480957,0.0003,36.879539489746094,-0.007066736974229571,0.9869431257247925,1043.1038477540017
7,7,2,4309.309952020645,14336,0.008228967,0.071044921875,-11.236524748802186,0.20624881982803345,0.0003,12.006638526916504,-0.016017214566818438,0.9849188327789307,30.12348974943161
8,8,2,4672.348439216614,16384,0.009890329,0.09306640625,-11.215388715267181,0.21119195222854614,0.0003,2.0394179821014404,-0.015384040780190844,0.981656014919281,9.835190515220166
9,9,2,5034.906293153763,18432,0.006933692,0.03779296875,-11.206238731741905,-0.8809837102890015,0.0003,6.367242813110352,-0.012324463615368587,0.9824838042259216,17.919225132465364
10,11,0,7172.587505340576,20480,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11,12,5,7515.967344999313,22528,0.012222481,0.116748046875,-11.21286799609661,0.0038550496101379395,0.0003,613.5844116210938,-0.00559328223898774,0.9833530783653259,1048.8405858010053
12,12,2,7826.5730357170105,24576,0.013360325,0.210400390625,-11.221278834342957,-0.21513843536376953,0.0003,0.9017627239227295,-0.015794600769004317,0.9841538071632385,3.895375419408083
13,13,3,8151.337392568588,26624,0.008453825,0.080078125,-11.206720760464668,0.28236329555511475,0.0003,2.226344108581543,-0.014550899449386635,0.980146050453186,6.0241315849125385
14,14,3,8504.770608186722,28672,0.01185235,0.15029296875,-11.186781233549118,0.3893359899520874,0.0003,1.2040481567382812,-0.012906424456014065,0.9778621792793274,2.9868781797587873
15,16,1,10610.870575666428,30720,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
16,17,4,10924.317448616028,32768,0.0061452826,0.0314453125,-11.160699588060378,-0.002584695816040039,0.0003,123.3288345336914,-0.004646422581572551,0.976375162601471,1042.642288506031
17,18,4,11286.334553718567,34816,0.017747628,0.227099609375,-11.162073013186454,-0.13263869285583496,0.0003,0.9818391799926758,-0.013190245254372712,0.9769208431243896,2.035011813044548
18,19,4,11652.940562725067,36864,0.012406133,0.139794921875,-11.15666010081768,0.1762341856956482,0.0003,1.2852041721343994,-0.01550933870166773,0.9754496216773987,2.4575488690286873
19,20,5,11986.497421979904,38912,0.016041454,0.200830078125,-11.143892017006873,0.055800437927246094,0.0003,1.3871275186538696,-0.010312938402057626,0.9734857082366943,2.45833877697587
20,21,0,14105.225496768951,40960,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
21,22,4,14444.635518789291,43008,0.0053485436,0.036181640625,-11.119549968838692,0.0036665797233581543,0.0003,168.10072326660156,-0.0051804932816594375,0.9718930125236511,1038.9593908682466
22,23,5,14722.04326915741,45056,0.017623926,0.168505859375,-11.107073599100113,-0.10707592964172363,0.0003,2.0249078273773193,-0.018657406288548374,0.9695620536804199,4.164296519011259
23,23,2,15029.48893904686,47104,0.019120593,0.2236328125,-11.113019263744354,0.19112467765808105,0.0003,1.157146692276001,-0.02073412584286416,0.9709314107894897,2.4144681692123413
24,24,3,15322.966196537018,49152,0.019316122,0.237548828125,-11.109946337342262,0.23144805431365967,0.0003,1.4095079898834229,-0.01648081085004378,0.9699315428733826,2.710772805288434
25,26,1,17439.630306720734,51200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
26,27,4,17724.747100114822,53248,0.0044436827,0.026171875,-11.066376015543938,-0.007801175117492676,0.0003,74.35624694824219,-0.004725488823169144,0.9655154347419739,1044.0773459255695
27,28,5,18032.085487365723,55296,0.017903704,0.227783203125,-11.080427807569503,-0.8672032356262207,0.0003,1.0575594902038574,-0.014430021359294188,0.9679505825042725,2.898406073078513
28,28,3,18285.24675488472,57344,0.019174883,0.216357421875,-11.065188673138618,0.17441588640213013,0.0003,1.4502061605453491,-0.01918022121244576,0.9640222191810608,2.592996198683977
29,29,3,18562.124566078186,59392,0.023121202,0.27236328125,-11.037910577654838,0.3000165820121765,0.0003,0.9000657200813293,-0.0236249657406006,0.9595600962638855,2.051071946695447
30,30,0,20647.035435914993,61440,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31,31,4,20891.313778162003,63488,0.010086219,0.114111328125,-10.963863804936409,0.0024185776710510254,0.0003,1472.3280029296875,-0.007582362844550517,0.9526591300964355,1007.2630063191057
32,31,2,21173.13733148575,65536,0.021017514,0.249267578125,-10.950166782736778,-0.20219051837921143,0.0003,1.218502402305603,-0.022137506223225502,0.9501452445983887,2.4908170040696858
33,32,3,21425.445779561996,67584,0.023172766,0.257958984375,-10.903212842345237,0.14081358909606934,0.0003,0.9809849262237549,-0.026724603876937182,0.9422985911369324,2.1793045204132797
34,33,4,21681.603665828705,69632,0.02298274,0.253564453125,-10.854364392161369,0.08432179689407349,0.0003,1.2516770362854004,-0.029264655901351945,0.9384925961494446,2.5441334437578917
35,34,0,23722.4444065094,71680,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
36,35,4,23964.452694177628,73728,0.0016704627,0.0041015625,-10.835597410798073,0.0007266402244567871,0.0003,16.346071243286133,-0.003920876568736275,0.9381327033042908,1013.7615413069725
37,35,2,24229.38797235489,75776,0.010167766,0.092919921875,-10.823110899329185,-2.4064393043518066,0.0003,4.493403911590576,-0.016382649757724722,0.9353431463241577,13.170332208275795
38,36,3,24493.0885181427,77824,0.026381811,0.274658203125,-10.764852640032768,-0.3437998294830322,0.0003,1.3130263090133667,-0.024039210341288707,0.926390528678894,3.369049306958914
39,37,4,24735.27615427971,79872,0.030518945,0.3107421875,-10.71040045619011,-0.07674705982208252,0.0003,1.4353588819503784,-0.027442079567117618,0.9231798648834229,2.4607373613864185
40,39,8,26451.363669633865,81920,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
