Iteration,Episode,FPS,Time Elapsed (s),Total Timesteps,Approx KL,Clip Fraction,Entropy Loss,Explained Variance,Learning Rate,Loss,Policy Gradient Loss,Std,Value Loss
1,1,727,2.8168954849243164,2048,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,2,305,6.6975226402282715,4096,0.006183968,0.033251953125,-11.349249595403672,-5.8770179748535156e-05,0.0003,7998555.0,-0.003424255618301686,0.9995117783546448,16328134.35
3,3,366,10.592756748199463,6144,0.004784881,0.014404296875,-11.34538331925869,-0.01751387119293213,0.0003,5754108.0,-0.0034283468277862992,0.9988817572593689,11526010.484375
4,3,216,14.47907018661499,8192,0.005690337,0.0384765625,-11.338061055541038,-0.0010967254638671875,0.0003,5705607.5,-0.00830976500583347,0.9975057244300842,10978426.828125
5,4,245,18.359906911849976,10240,0.004686891,0.019384765625,-11.331682339310646,-0.007914543151855469,0.0003,4505254.5,-0.0033904265335877428,0.9975738525390625,9470993.43125
6,5,314,22.17722463607788,12288,0.0053129722,0.020947265625,-11.332242456078529,-0.0007297992706298828,0.0003,8692544.0,-0.003941041479993146,0.9976714253425598,17194727.096875
7,6,383,25.9998939037323,14336,0.0058822837,0.030224609375,-11.33935180902481,0.0037607550621032715,0.0003,3800174.25,-0.005974182963836938,0.9992875456809998,8666789.0328125
8,6,221,29.91305685043335,16384,0.0046164403,0.010693359375,-11.347542959451676,0.011664330959320068,0.0003,13055458.0,-0.005909180011076387,0.99974524974823,24525609.09375
9,7,249,33.88556408882141,18432,0.004060777,0.01240234375,-11.34861490726471,0.00972825288772583,0.0003,5100875.5,-0.0030392451109946704,0.999565601348877,9169122.9140625
10,8,307,37.81520628929138,20480,0.0057603978,0.021533203125,-11.34798730611801,-0.000766754150390625,0.0003,5862177.5,-0.00453784631608869,0.9995296001434326,11489801.1
11,9,366,41.75698900222778,22528,0.006439768,0.02919921875,-11.345247474312782,-0.002211928367614746,0.0003,5512618.5,-0.004850519855972379,0.9986307621002197,8930793.90625
12,9,216,45.6204628944397,24576,0.00484012,0.018310546875,-11.33808656334877,-0.0030918121337890625,0.0003,8068421.0,-0.005008142326551024,0.9978513717651367,15758086.290625
13,10,242,49.61604285240173,26624,0.005046659,0.0107421875,-11.331645101308823,-0.0003485679626464844,0.0003,5189856.5,-0.003909509650111431,0.9969717264175415,11121237.803125
14,11,308,53.4705696105957,28672,0.004103449,0.00498046875,-11.323358318209648,-0.0011368989944458008,0.0003,5963340.0,-0.002671908903721487,0.9958105087280273,12084270.546875
15,12,375,57.301968574523926,30720,0.0057861144,0.026220703125,-11.31882068514824,-0.06222522258758545,0.0003,8504602.0,-0.0051076075753371695,0.9961205124855042,16213805.16875
16,12,219,61.18494200706482,32768,0.0040533687,0.00576171875,-11.322553843259811,0.00867229700088501,0.0003,4307618.5,-0.0029720293736318127,0.9969655871391296,9125776.7875
17,13,250,65.0126690864563,34816,0.006101828,0.0291015625,-11.326238906383514,0.002507805824279785,0.0003,2417587.0,-0.0034956909556058237,0.996547281742096,4714161.3265625
18,14,312,68.84676218032837,36864,0.0051198946,0.03544921875,-11.323359343409539,0.012298405170440674,0.0003,468780.90625,-0.004161558905616402,0.9965970516204834,1243478.365234375
19,15,382,72.64598321914673,38912,0.0028965846,0.005029296875,-11.324650076031684,-0.06406664848327637,0.0003,5917376.0,-0.0030262965708971025,0.9969372153282166,12379941.2875
20,15,219,76.6179621219635,40960,0.0053904215,0.0123046875,-11.32042936682701,-0.04446530342102051,0.0003,2952881.25,-0.003867362561140908,0.994860053062439,5664317.85703125
21,16,249,80.50123286247253,43008,0.0057062907,0.02138671875,-11.308517083525658,0.00799494981765747,0.0003,7187580.0,-0.003368934524769429,0.9945777058601379,14503100.75625
22,17,307,84.40933012962341,45056,0.0077373264,0.0380859375,-11.3084165006876,0.09805190563201904,0.0003,6288114.0,-0.004577890703512821,0.9947634935379028,12703103.275
23,18,372,88.25310349464417,47104,0.0045257313,0.0138671875,-11.30676286816597,0.08899664878845215,0.0003,5104909.0,-0.005325368495687144,0.9939858317375183,10710092.76875
24,18,217,92.18465900421143,49152,0.0053883204,0.010595703125,-11.300890174508094,0.007158935070037842,0.0003,5181460.0,-0.0036747792299138384,0.9932787418365479,10650505.809375
25,19,248,95.9975106716156,51200,0.004949832,0.0236328125,-11.281926926970481,0.010885000228881836,0.0003,874639.375,-0.004379283032903913,0.9892202019691467,1735922.178515625
26,20,316,99.7840690612793,53248,0.007481488,0.028271484375,-11.263584691286088,-0.0456005334854126,0.0003,9240050.0,-0.004396400681434898,0.9892809391021729,18409307.25625
27,21,383,103.66645097732544,55296,0.0052898955,0.01669921875,-11.2587248980999,-0.005020856857299805,0.0003,11758658.0,-0.004554200054553803,0.9876768589019775,23677652.41875
28,21,220,107.61321091651917,57344,0.0050159683,0.017333984375,-11.253190860152245,-2.658367156982422e-05,0.0003,6345042.5,-0.00656295900553232,0.9882955551147461,11248797.684375
29,22,248,111.56705117225647,59392,0.005079303,0.01259765625,-11.256826800107955,0.0001913905143737793,0.0003,10520528.0,-0.004922351051936858,0.9886837005615234,22999247.575
30,23,308,115.4679388999939,61440,0.0047131656,0.0123046875,-11.260735854506493,-0.09001147747039795,0.0003,2379123.5,-0.003065683953172993,0.9892865419387817,5069287.43359375
31,24,374,119.29904747009277,63488,0.0062955497,0.028857421875,-11.264161550998688,-0.19610559940338135,0.0003,5321777.0,-0.006008801684220089,0.9889886379241943,10531824.784375
