Iteration,Episode,FPS,Time Elapsed (s),Total Timesteps,Approx KL,Clip Fraction,Entropy Loss,Explained Variance,Learning Rate,Loss,Policy Gradient Loss,Std,Value Loss
1,1,9,205.14693331718445,2048,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,2,4,414.40672302246094,4096,0.013453896,0.193212890625,-11.353788968920707,0.031835079193115234,0.0003,23.301197052001953,-0.02702523904008558,1.0001704692840576,53.22424200773239
3,2,3,620.9851140975952,6144,0.010818765,0.134423828125,-11.347912308573722,-0.6223962306976318,0.0003,15.259851455688477,-0.02098954195971601,0.9992865920066833,40.71266516447067
4,3,4,827.6145312786102,8192,0.012576933,0.14912109375,-11.347064551711082,-0.5213946104049683,0.0003,7.7444024085998535,-0.024369094643043356,0.9984034299850464,26.50944006741047
5,4,0,2834.843538045883,10240,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6,4,0,3041.4040188789368,12288,0.005793878,0.02548828125,-11.330471721291541,0.0039632320404052734,0.0003,682.0499267578125,-0.006467378934030421,0.997488796710968,1059.8908982157707
7,5,4,3247.9532330036163,14336,0.010711916,0.102978515625,-11.320556589961052,-1.346510410308838,0.0003,1.6057443618774414,-0.018786460037517827,0.9945776462554932,9.616961040347814
8,5,3,3454.4989523887634,16384,0.01143619,0.10458984375,-11.300824868679047,-0.6981079578399658,0.0003,2.540457248687744,-0.016900427924701943,0.9925019145011902,6.409693673253059
9,6,4,3661.030478477478,18432,0.01543087,0.16103515625,-11.28589660525322,-0.4023573398590088,0.0003,1.6789557933807373,-0.02326604252011748,0.9909090399742126,4.798348160088063
10,7,0,5668.203794717789,20480,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11,7,0,5874.792100429535,22528,0.006994495,0.0712890625,-11.275822067260743,0.0013031959533691406,0.0003,490.0533142089844,-0.00838067386939656,0.9906185865402222,1046.1380461871624
12,8,4,6081.349732398987,24576,0.015831655,0.1962890625,-11.276784950494767,-2.093160629272461,0.0003,1.096340298652649,-0.02073644176562084,0.9892282485961914,2.4832581263035536
13,8,3,6287.925497293472,26624,0.020282937,0.22509765625,-11.255804672837257,-0.7517751455307007,0.0003,0.7443247437477112,-0.02064353094465332,0.9884928464889526,1.7453577671200038
14,9,3,6494.512143373489,28672,0.01980409,0.25166015625,-11.210932210087776,-0.42395830154418945,0.0003,0.7277691960334778,-0.030034195918415208,0.9801427721977234,1.674906152114272
15,10,0,8501.661293029785,30720,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
16,10,0,8708.404974460602,32768,0.0064183464,0.059228515625,-11.11426677107811,8.231401443481445e-05,0.0003,1083.4957275390625,-0.009883531357627363,0.9710754752159119,1042.5754034616052
17,11,4,8915.127447366714,34816,0.024127116,0.2533203125,-11.073541527986526,-2.3708817958831787,0.0003,0.5229522585868835,-0.01901793992583407,0.9633603692054749,1.8680046131834387
18,11,2,9121.81891155243,36864,0.02243181,0.25166015625,-11.002000403404235,-0.44447648525238037,0.0003,0.3509849011898041,-0.028714632443734445,0.9551607966423035,1.0737221691757441
19,12,3,9328.550385475159,38912,0.024813503,0.2662109375,-10.98495386838913,-0.07238924503326416,0.0003,0.5750934481620789,-0.0369746111886343,0.9558701515197754,1.167800826393068
20,13,0,11248.610100746155,40960,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
21,13,0,11455.317892551422,43008,0.0061602467,0.0748046875,-10.990458691120148,4.673004150390625e-05,0.0003,29739.736328125,0.001501422977889888,0.9562197923660278,1317938.04372285
22,14,4,11661.992022514343,45056,0.016866388,0.161083984375,-10.986344802379609,-10.913957595825195,0.0003,2.9561927318573,-0.02175345487630693,0.9551236033439636,11.41451043114066
23,15,5,11871.510051250458,47104,0.02088635,0.270947265625,-10.94507883489132,-1.755615472793579,0.0003,0.3605158030986786,-0.023735169065184893,0.9486017227172852,1.0517873644828797
24,16,5,12078.205089569092,49152,0.0102519905,0.095849609375,-10.916326242685319,-0.00010454654693603516,0.0003,2108.473876953125,-0.00765569725772366,0.9467532634735107,4447.765776306391
25,17,0,14085.775655031204,51200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
26,17,0,14292.438477993011,53248,0.012611143,0.155517578125,-10.81672990322113,0.0009471774101257324,0.0003,86.45838165283203,-0.01213857406110037,0.9358906745910645,1039.4421929251403
27,18,3,14498.829080581665,55296,0.02396787,0.228125,-10.805876049399377,-2.1278347969055176,0.0003,0.7450138330459595,-0.02573186779191019,0.9344052076339722,1.715573826059699
