Iteration,Episode,FPS,Time Elapsed (s),Total Timesteps,Approx KL,Clip Fraction,Entropy Loss,Explained Variance,Learning Rate,Loss,Policy Gradient Loss,Std,Value Loss
1,1,9,214.17554140090942,2048,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,2,4,435.8849229812622,4096,0.0102490615,0.118505859375,-11.323099809885026,-0.2359985113143921,0.0003,19.232112884521484,-0.016543428756995125,0.994360089302063,39.31820048093796
3,2,3,651.7632167339325,6144,0.011033631,0.1443359375,-11.283713734149933,0.6366944313049316,0.0003,12.0828275680542,-0.022148659509548453,0.9895833730697632,36.52769392132759
4,3,4,874.9369916915894,8192,0.011632936,0.1169921875,-11.259975370764732,0.29743558168411255,0.0003,4.1588263511657715,-0.019749603491800372,0.9873460531234741,17.78393258601427
5,4,0,2893.961658477783,10240,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6,4,0,3116.40536570549,12288,0.008596981,0.08955078125,-11.258051785826684,-0.0023980140686035156,0.0003,1699.2939453125,-0.006329262314829975,0.9891844987869263,1046.5208496034145
7,5,4,3337.919723510742,14336,0.012120798,0.1228515625,-11.272830402851104,-2.0128917694091797,0.0003,1.7880216836929321,-0.017696388298645616,0.9908794164657593,7.471821109205484
8,5,2,3556.1088988780975,16384,0.012562105,0.14462890625,-11.275043457746506,-0.4755784273147583,0.0003,1.1272825002670288,-0.02070407472347142,0.9903597831726074,5.834733719378709
9,6,3,3774.9168450832367,18432,0.017863493,0.19443359375,-11.287605047225952,0.2182052731513977,0.0003,1.253429651260376,-0.022236232907744125,0.9932712316513062,3.1471162024885415
10,8,1,5805.5066204071045,20480,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11,8,0,6021.620228052139,22528,0.009049201,0.0703125,-11.289695569872856,-0.0009853839874267578,0.0003,2.4613893032073975,-0.008326342223153916,0.9929829239845276,929.0675324223936
12,9,4,6233.888532161713,24576,0.014634153,0.145263671875,-11.281824442744256,0.4698870778083801,0.0003,1.362312912940979,-0.021005589509150012,0.9905756711959839,3.078277064114809
13,9,2,6446.281359195709,26624,0.013342104,0.165283203125,-11.294292315840721,0.3953760266304016,0.0003,1.1087690591812134,-0.01971963743417291,0.9943919777870178,2.396972730383277
14,10,3,6661.140456199646,28672,0.016574167,0.20751953125,-11.303930208086967,0.46363675594329834,0.0003,1.4371790885925293,-0.025485420080076437,0.9948717951774597,2.8636447835713623
15,11,0,8676.584032535553,30720,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
16,11,0,8886.048371315002,32768,0.009661142,0.086474609375,-11.31290075480938,-0.0031766891479492188,0.0003,810.9159545898438,-0.005821107819065219,0.9948937892913818,1035.6235743179918
17,12,4,9097.066341400146,34816,0.017424988,0.191552734375,-11.301883801817894,0.10593777894973755,0.0003,1.0313841104507446,-0.018374293435772415,0.9943568110466003,1.977132959663868
18,12,2,9307.143747806549,36864,0.017469464,0.2169921875,-11.275147795677185,0.441723108291626,0.0003,1.192035436630249,-0.020846512752177658,0.990462601184845,2.2804726675152778
19,13,3,9516.203819036484,38912,0.016220473,0.198681640625,-11.278889513015747,0.4112851619720459,0.0003,0.8268471360206604,-0.011794865398405819,0.9936491847038269,1.6451708700507879
20,14,0,11526.823635101318,40960,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
21,14,0,11736.474188804626,43008,0.013052232,0.123046875,-11.262066125869751,0.009541809558868408,0.0003,18.69087028503418,-0.007854317502642516,0.9899603724479675,1037.0152130119502
22,15,3,11946.604488611221,45056,0.017079096,0.201025390625,-11.23149420619011,0.2120743989944458,0.0003,0.7284597754478455,-0.017451765407167842,0.9828172326087952,1.9283555708825588
23,16,5,12156.075867652893,47104,0.02090768,0.244873046875,-11.20181746184826,0.566486656665802,0.0003,0.8728405237197876,-0.02052490377391223,0.9824810028076172,1.6566228162497283
24,16,3,12365.8157684803,49152,0.01680125,0.195166015625,-11.214731127023697,0.5680743753910065,0.0003,1.1019243001937866,-0.012747295749431942,0.9863315224647522,1.6602565290406346
25,17,0,14376.384510755539,51200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
26,17,0,14587.025614976883,53248,0.009682335,0.09892578125,-11.243804198503494,-0.003061056137084961,0.0003,755.598388671875,-0.007153612760885153,0.988016664981842,1051.5399563960732
27,18,3,14796.404364585876,55296,0.028830327,0.245263671875,-11.235815653204918,0.2464248538017273,0.0003,0.903525173664093,-0.013763099446077832,0.9884334206581116,1.6117342200130225
28,19,5,15007.128537654877,57344,0.017481077,0.224365234375,-11.25440132021904,0.3342220187187195,0.0003,0.672541618347168,-0.008681088844605256,0.9896642565727234,1.2867046160623432
29,19,3,15215.84103679657,59392,0.019819504,0.238427734375,-11.280662164092064,0.4367079734802246,0.0003,0.5882583856582642,-0.011738490569405258,0.9952563047409058,1.4553616469725967
30,20,0,17225.409046649933,61440,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31,20,0,17433.96822810173,63488,0.012126128,0.116064453125,-11.274566960334777,-0.0020879507064819336,0.0003,1230.124755859375,-0.006717799667967483,0.9918332099914551,1043.7872683368623
32,21,3,17642.462483406067,65536,0.022563778,0.303466796875,-11.269656047224998,-0.34250330924987793,0.0003,0.8705897927284241,-0.012137562055431771,0.9921191930770874,1.959182357415557
33,22,4,17851.706889867783,67584,0.016266942,0.195703125,-11.25651388168335,0.3892371654510498,0.0003,1.1076959371566772,-0.015473803195345682,0.9898743033409119,2.0223588217049837
