Episode,Iteration,FPS,Time Elapsed (s),Total Timesteps,Average Distance,Starting Distance,Ratio,Approx KL,Clip Fraction,Entropy Loss,Explained Variance,Learning Rate,Loss,Policy Gradient Loss,Std,Value Loss
1,1,9,366.2739198207855,3442,136.81870852828777,200.17005827670502,0.6835123579729215,0.0102490615,0.118505859375,-11.323099809885026,-0.2359985113143921,0.0003,19.232112884521484,-0.016543428756995125,0.994360089302063,39.31820048093796
2,3,9,726.4145004749298,6842,137.43230179153633,222.6849778001724,0.6171601836333207,0.011632936,0.1169921875,-11.259975370764732,0.29743558168411255,0.0003,4.1588263511657715,-0.019749603491800372,0.9873460531234741,17.78393258601427
3,4,1,2867.2781488895416,10001,135.47678324913858,239.7911488632461,0.5649782483272623,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4,6,9,3227.3532905578613,13296,137.4218181908435,217.54698561412224,0.6316879905410313,0.012120798,0.1228515625,-11.272830402851104,-2.0128917694091797,0.0003,1.7880216836929321,-0.017696388298645616,0.9908794164657593,7.471821109205484
5,8,9,3587.532646179199,16675,133.2880972310945,228.66041461119056,0.5829084909941007,0.017863493,0.19443359375,-11.287605047225952,0.2182052731513977,0.0003,1.253429651260376,-0.022236232907744125,0.9932712316513062,3.1471162024885415
6,9,9,3947.7233822345734,19984,129.4229586323763,230.22692261541653,0.5621538834907305,0.011190286,0.11181640625,-11.28960454761982,0.17407184839248657,0.0003,1.182874083518982,-0.016898636298719794,0.9922705888748169,3.733678685501218
7,9,0,5752.249387025833,20001,160.90090562483613,226.22654466920972,0.7112379577741716,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8,11,9,6112.410390138626,23400,124.85994200288165,225.21835382115884,0.5543950565504546,0.014634153,0.145263671875,-11.281824442744256,0.4698870778083801,0.0003,1.362312912940979,-0.021005589509150012,0.9905756711959839,3.078277064114809
9,13,9,6472.5370972156525,26865,131.8408133465722,192.3763897201202,0.6853274122587574,0.016574167,0.20751953125,-11.303930208086967,0.46363675594329834,0.0003,1.4371790885925293,-0.025485420080076437,0.9948717951774597,2.8636447835713623
10,14,1,8603.433940649033,30001,130.14438986962895,215.66352996392334,0.6034603527606165,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11,16,9,8963.543557405472,33521,131.70869794419497,207.89037500111232,0.6335488015906954,0.017424988,0.191552734375,-11.301883801817894,0.10593777894973755,0.0003,1.0313841104507446,-0.018374293435772415,0.9943568110466003,1.977132959663868
12,18,9,9323.711318731308,37020,126.96868468425647,232.41212576810466,0.5463083488636167,0.016220473,0.198681640625,-11.278889513015747,0.4112851619720459,0.0003,0.8268471360206604,-0.011794865398405819,0.9936491847038269,1.6451708700507879
13,19,1,11428.976474761963,40001,121.45078577716905,202.68867451374697,0.5991986778172546,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
14,21,9,11789.12888097763,43517,131.1971685146522,212.69140218328644,0.6168428397570733,0.017079096,0.201025390625,-11.23149420619011,0.2120743989944458,0.0003,0.7284597754478455,-0.017451765407167842,0.9828172326087952,1.9283555708825588
15,22,9,12149.345480680466,47038,133.02156829256032,245.6783214313787,0.5414460971466506,0.02090768,0.244873046875,-11.20181746184826,0.566486656665802,0.0003,0.8728405237197876,-0.02052490377391223,0.9824810028076172,1.6566228162497283
16,24,1,14253.714633226395,50001,138.84492330819785,213.75712799987633,0.6495452320461481,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
17,26,9,14613.83213353157,53504,133.12154177956796,199.36837864147776,0.6677164286868137,0.028830327,0.245263671875,-11.235815653204918,0.2464248538017273,0.0003,0.903525173664093,-0.013763099446077832,0.9884334206581116,1.6117342200130225
18,27,9,14973.96700835228,57018,137.8761684161079,234.64778641610138,0.5875877651435067,0.017481077,0.224365234375,-11.25440132021904,0.3342220187187195,0.0003,0.672541618347168,-0.008681088844605256,0.9896642565727234,1.2867046160623432
19,29,1,17079.067350625992,60001,129.53433616165788,206.0175990853224,0.6287537411209763,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20,31,9,17439.241483449936,63533,125.16432681941406,198.41356366769128,0.6308254562124738,0.022563778,0.303466796875,-11.269656047224998,-0.34250330924987793,0.0003,0.8705897927284241,-0.012137562055431771,0.9921191930770874,1.959182357415557
21,32,9,17799.433888673782,67070,118.1794223583809,200.80866098706875,0.5885175558537845,0.016266942,0.195703125,-11.25651388168335,0.3892371654510498,0.0003,1.1076959371566772,-0.015473803195345682,0.9898743033409119,2.0223588217049837
22,34,1,19899.577429294586,70001,120.86667832569093,225.66557062576697,0.5356008804999787,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
23,35,9,20259.742214918137,73538,122.8956726462249,203.85941385429842,0.6028452173126545,0.009558039,0.126513671875,-11.226664048433303,0.015228986740112305,0.0003,16.208803176879883,-0.009120576437271665,0.9861387014389038,1021.2297123096884
24,37,9,20619.907167196274,77069,127.46975240125103,224.02519935948183,0.5689973840697573,0.021949414,0.202490234375,-11.161444061994553,0.24644333124160767,0.0003,0.6141269207000732,-0.006701539912319277,0.976364016532898,2.0172324143350124
25,39,1,22720.86875486374,80001,131.18555495313078,197.4509203594915,0.6643957633334205,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
26,40,9,23081.067258119583,83550,133.46403550103,241.88748538120336,0.5517608126385576,0.0067821788,0.06025390625,-11.165297660231591,-0.0007202625274658203,0.0003,3.90346622467041,-0.004674679602612741,0.9787755012512207,1035.5221040263773
27,42,9,23441.183034420013,87078,130.6897111818977,202.12389955129098,0.6465821779216855,0.021893911,0.2470703125,-11.112161260843276,0.41690564155578613,0.0003,0.7877490520477295,-0.012204889245913364,0.9707522392272949,1.816791931539774
28,43,1,25538.366936922073,90001,128.95613886430976,217.38665292006058,0.5932109314536927,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
29,45,9,25898.496515750885,93532,131.11276058211462,225.82749066004124,0.5805881303418928,0.030426517,0.245556640625,-11.092792880535125,-0.472007155418396,0.0003,0.8993634581565857,-0.012303637526929378,0.9713300466537476,1.7084588028490544
30,47,9,26258.578424930573,97059,128.75529441919872,212.88465505798158,0.6048124717309039,0.028541401,0.28583984375,-11.099987497925758,0.4089619517326355,0.0003,1.1389694213867188,-0.006251979667285923,0.9697181582450867,1.5875671207904816
31,48,1,28359.19652080536,100001,134.4271261942008,203.45021358218978,0.6607372085156105,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32,50,9,28719.348423957825,103533,131.78466259805822,206.67390002158953,0.6376454045928961,0.031404678,0.2623046875,-11.078959488868714,-0.5736888647079468,0.0003,1.3282420635223389,-0.008322306552145164,0.9691221714019775,1.7397446548566222
33,52,9,29079.500875234604,107080,134.97738525070773,197.09862762190534,0.684821537720877,0.03615795,0.296728515625,-11.076956734061241,0.45651060342788696,0.0003,0.6224238872528076,-0.009046257322188467,0.9684466123580933,1.4562257785350083
34,53,1,31177.461472034454,110001,132.43389422447885,245.40010016240396,0.539665200368032,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
35,55,9,31537.6250975132,113548,130.55255009322207,219.1323361655527,0.5957703567518702,0.025033625,0.256787109375,-11.07093195617199,-0.06709754467010498,0.0003,0.6846030950546265,-0.014034530443313997,0.9658083915710449,1.6771562401205302
36,57,9,31897.7442176342,117098,130.9909838330797,203.35245338879398,0.6441573811879967,0.030978251,0.266552734375,-11.056120738387108,0.3818567395210266,0.0003,0.6619239449501038,-0.010045582710881717,0.9638123512268066,1.681676615588367
37,58,1,33993.11371588707,120001,134.90214409268265,210.15388479620114,0.6419207725972107,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
38,60,9,34353.27532529831,123536,136.37676001422577,225.56922960432766,0.6045893770770289,0.044058632,0.356396484375,-11.041903340816498,-0.3122314214706421,0.0003,0.6863738298416138,-0.0022128891694592314,0.9623439311981201,1.8256537443026901
39,62,9,34713.476148843765,127089,130.85613309147945,197.85466228386414,0.6613750294331644,0.03288844,0.284375,-10.982586348056794,0.4122316241264343,0.0003,0.6002599596977234,-0.005238966153410729,0.9554163217544556,1.401247613504529
40,63,1,36809.32019042969,130001,128.33634726250392,246.42514848593947,0.5207924112089012,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
